,0,1,2,3,4
0,102.35,99.439,99.667,100.04,99.858
1,-204.66,-201.85,-202.12,-202.47,-202.29
2,-7.2416,-7.0729,-7.0867,-7.1205,-7.1128
3,-0.033807,-0.033208,-0.033466,-0.033664,-0.033547
4,-0.00018037,-0.00017864,-0.00017909,-0.00017974,-0.00017969
5,3.9629,3.941,3.9483,3.9472,3.9416
6,1.5837,1.5384,1.5443,1.5314,1.5425
7,0.0074823,0.0045668,-0.0042391,0.0014352,-0.00088141
8,0.0011854,0.0034812,0.012543,0.0067486,0.0091168
9,2.6424e-05,-3.7182e-05,-0.00011484,-5.1104e-05,-8.0168e-05
10,2.6948e-06,7.0267e-06,1.6187e-05,1.1584e-05,1.6042e-05
11,,,4.1157e-06,8.7341e-07,-1.5719e-06
