,0,1,2,3,4,5,6,7,8,9
0,75.155,73.79,72.881,73.335,73.89,73.586,73.496,73.762,73.798,73.79
1,-125.81,-124.61,-123.59,-124.13,-124.62,-124.36,-124.28,-124.52,-124.55,-124.54
2,-4.1405,-3.9879,-4.067,-3.9939,-4.0451,-4.0098,-4.0025,-4.021,-4.0339,-4.0364
3,-0.0082704,-0.0075744,-0.0078504,-0.007703,-0.0077577,-0.0076486,-0.0076447,-0.0077011,-0.0077653,-0.0077723
4,-0.0027971,-2.8785e-06,-2.9227e-06,-2.9382e-06,-2.9345e-06,-2.9287e-06,-2.9073e-06,-2.9488e-06,-2.9537e-06,-2.9618e-06
5,1.9267,1.9779,1.9692,1.9763,1.9796,1.9713,1.9708,1.9691,1.9677,1.9697
6,0.78102,0.79898,0.79876,0.77432,0.76912,0.76896,0.76626,0.77338,0.77678,0.77252
7,0.0028319,0.0028577,0.0020685,-0.0032717,-0.003265,0.0019401,0.00294,0.0020731,0.0012484,0.0010263
8,-0.0019077,0.00080995,0.0015002,0.0078046,0.0073815,0.0016699,0.00083552,0.001624,0.0024313,0.0026406
9,0.0028871,-6.1563e-06,2.5583e-06,-2.2652e-05,-6.3168e-05,8.2786e-07,1.3175e-06,-6.1505e-06,-6.3614e-06,-5.0374e-06
10,5.4023e-07,,,1.0926e-05,1.5098e-05,,,,2.7495e-06,2.0544e-06
11,,,,-6.7505e-07,-1.1441e-06,,,,,
