,0,1,2,3,4,5,6,7,8,9
0,44.367,43.782,44.726,44.169,44.159,44.24,44.194,44.158,44.08,44.17
1,-69.769,-69.213,-70.122,-69.592,-69.572,-69.653,-69.616,-69.583,-69.509,-69.596
2,-1.9911,-1.9601,-1.9815,-1.9637,-1.9792,-1.9816,-1.9728,-1.9699,-1.9656,-1.9681
3,-0.001568,-0.0015137,-0.001562,-0.0015387,-0.0015504,-0.0015628,-0.0015457,-0.0015407,-0.0015416,-0.0015432
4,-2.1499e-07,-2.068e-07,-2.1435e-07,-2.1162e-07,-2.1377e-07,-2.1525e-07,-2.1308e-07,-2.1196e-07,-2.1259e-07,-2.1238e-07
5,0.98787,0.98406,0.98233,0.98674,0.98415,0.98265,0.98389,0.98359,0.98248,0.98315
6,0.39791,0.39413,0.38666,0.38373,0.38821,0.3861,0.38496,0.38657,0.38775,0.38675
7,0.0029027,0.00149,0.0023371,0.0008178,0.00085513,0.0022023,0.0017264,0.0010937,0.0013817,0.0019195
8,0.00014842,0.0013741,0.00052469,0.0020874,0.0019941,0.00063183,0.0011175,0.0017967,0.0014694,0.00090098
9,6.5613e-06,-5.975e-08,-1.434e-08,6.0654e-07,-2.958e-06,2.2503e-06,2.5207e-06,-1.3381e-06,-7.2278e-07,1.389e-06
