,0,1
0,120.54,120.42
1,-260.8,-260.65
2,-10.387,-10.369
3,-0.066573,-0.066277
4,-0.00031922,-0.00031666
5,5.3962,5.4054
6,2.1632,2.1283
7,0.013164,0.0046843
8,0.00067375,0.008298
9,-2.3402e-05,-4.79e-05
10,3.4543e-06,1.113e-05
11,,-2.5816e-07
