,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,158.21,158.87,157.64,158.27,158.7,157.77,157.92,158.02,157.97,157.83,158.21,158.05,158.09,158.16,157.82,158.18,158.07,158.03,158.12
1,-159.87,-160.56,-159.52,-160.04,-160.38,-159.5,-159.68,-159.79,-159.76,-159.57,-159.98,-159.81,-159.85,-159.92,-159.6,-159.95,-159.82,-159.79,-159.88
2,-9.1778,-9.1503,-8.9588,-9.0449,-9.1355,-9.0953,-9.0676,-9.0516,-9.0399,-9.0931,-9.061,-9.069,-9.0641,-9.0695,-9.053,-9.0593,-9.0813,-9.067,-9.0627
3,-0.031553,-0.031491,-0.030643,-0.03142,-0.032103,-0.031726,-0.031469,-0.031588,-0.031166,-0.031571,-0.031162,-0.031415,-0.031311,-0.031285,-0.031291,-0.03126,-0.031445,-0.031345,-0.031304
4,-5.8174e-06,-5.8545e-06,-5.524e-06,-5.6187e-06,-5.8147e-06,-5.7575e-06,-5.6805e-06,-5.7252e-06,-5.5982e-06,-5.7197e-06,-5.6335e-06,-5.686e-06,-5.6602e-06,-5.666e-06,-5.6503e-06,-5.6494e-06,-5.6885e-06,-5.6718e-06,-5.656e-06
5,0.49426,0.49172,0.48441,0.47806,0.49548,0.48667,0.48649,0.48222,0.48564,0.48762,0.48493,0.48456,0.48568,0.48643,0.48497,0.48555,0.48591,0.48577,0.48708
6,0.011382,0.011416,0.0113,0.011059,0.011413,0.011402,0.011258,0.011248,0.01114,0.011268,0.011257,0.011213,0.011167,0.011143,0.011245,0.011219,0.011209,0.011124,0.011174
7,0.0048943,0.0049174,0.0048537,0.0048522,0.0050222,0.0049486,0.0049118,0.0048901,0.0048787,0.0049116,0.0049034,0.0048844,0.0049013,0.0048885,0.0048947,0.0049011,0.0049079,0.0048907,0.0048936
8,-2.0964e-05,-5.7291e-06,-7.2267e-06,-9.249e-06,-3.1415e-05,-6.7455e-06,-6.1287e-06,-5.7011e-06,-8.1279e-06,-6.433e-06,-6.3451e-06,-6.9079e-06,-8.2545e-06,-6.0256e-06,-6.3805e-06,-6.5298e-06,-6.9479e-06,-6.7112e-06,-6.2422e-06
9,-3.3216e-06,,,,-3.3972e-06,,,,,,,,,,,,,,
