,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,37.491,37.491,34.221,34.221,38.86,34.81,34.81,35.57,35.57,34.726,34.726,35.587,35.282,35.786,35.786,35.506,34.958,34.958,35.48,35.343,35.211,35.211,35.211,35.191,35.191,35.427,35.427,35.427,35.544,35.544,35.65,35.65,35.65,35.345,35.345,35.48,35.48,35.48,35.401,35.401,35.34,35.47,35.384,35.384,35.384,35.384,35.384,35.339,35.483,35.483,35.483,35.454,35.454,35.454,35.454,35.454,35.454,35.454
1,-59.71,-59.71,-58.687,-58.687,-62.924,-59.237,-59.237,-60.042,-60.042,-59.141,-59.141,-59.976,-59.706,-60.163,-60.163,-59.922,-59.39,-59.39,-59.905,-59.758,-59.63,-59.63,-59.63,-59.614,-59.614,-59.85,-59.85,-59.85,-59.95,-59.95,-60.043,-60.043,-60.043,-59.782,-59.782,-59.9,-59.9,-59.9,-59.817,-59.817,-59.762,-59.89,-59.8,-59.8,-59.8,-59.8,-59.8,-59.764,-59.9,-59.9,-59.9,-59.871,-59.871,-59.871,-59.871,-59.871,-59.871,-59.871
2,-2.2238,-2.2238,-2.0674,-2.0674,-2.3421,-2.1617,-2.1617,-2.1355,-2.1355,-2.1913,-2.1913,-2.2106,-2.1847,-2.2306,-2.2306,-2.1926,-2.1768,-2.1768,-2.1832,-2.1933,-2.189,-2.189,-2.189,-2.1867,-2.1867,-2.1855,-2.1855,-2.1855,-2.2026,-2.2026,-2.2155,-2.2155,-2.2155,-2.1721,-2.1721,-2.189,-2.189,-2.189,-2.1929,-2.1929,-2.1871,-2.1894,-2.1922,-2.1922,-2.1922,-2.1922,-2.1922,-2.1843,-2.1921,-2.1921,-2.1921,-2.1915,-2.1915,-2.1915,-2.1915,-2.1915,-2.1915,-2.1915
3,-0.01452,-0.01452,-0.013169,-0.013169,-0.015111,-0.013807,-0.013807,-0.013671,-0.013671,-0.014099,-0.014099,-0.014099,-0.013931,-0.014254,-0.014254,-0.014015,-0.013922,-0.013922,-0.013982,-0.013973,-0.014061,-0.014061,-0.014061,-0.013929,-0.013929,-0.013979,-0.013979,-0.013979,-0.014117,-0.014117,-0.0142,-0.0142,-0.0142,-0.013877,-0.013877,-0.013995,-0.013995,-0.013995,-0.014045,-0.014045,-0.013996,-0.013984,-0.014032,-0.014032,-0.014032,-0.014032,-0.014032,-0.013954,-0.013983,-0.013983,-0.013983,-0.013999,-0.013999,-0.013999,-0.013999,-0.013999,-0.013999,-0.013999
4,-9.1847e-05,-9.1847e-05,-7.8896e-05,-7.8896e-05,-9.1816e-05,-8.4043e-05,-8.4043e-05,-8.3367e-05,-8.3367e-05,-8.5063e-05,-8.5063e-05,-8.6676e-05,-8.5958e-05,-8.7311e-05,-8.7311e-05,-8.607e-05,-8.5078e-05,-8.5078e-05,-8.5857e-05,-8.5705e-05,-8.5582e-05,-8.5582e-05,-8.5582e-05,-8.5388e-05,-8.5388e-05,-8.5444e-05,-8.5444e-05,-8.5444e-05,-8.6274e-05,-8.6274e-05,-8.6791e-05,-8.6791e-05,-8.6791e-05,-8.4945e-05,-8.4945e-05,-8.5753e-05,-8.5753e-05,-8.5753e-05,-8.5653e-05,-8.5653e-05,-8.574e-05,-8.575e-05,-8.5606e-05,-8.5606e-05,-8.5606e-05,-8.5606e-05,-8.5606e-05,-8.5369e-05,-8.5532e-05,-8.5532e-05,-8.5532e-05,-8.5662e-05,-8.5662e-05,-8.5662e-05,-8.5662e-05,-8.5662e-05,-8.5662e-05,-8.5662e-05
5,0.052655,0.052655,0.022444,0.022444,0.01987,0.016738,0.016738,0.016759,0.016759,0.016721,0.016721,0.016774,0.01662,0.016644,0.016644,0.016574,0.016644,0.016644,0.016625,0.01665,0.016646,0.016646,0.016646,0.0166,0.0166,0.016637,0.016637,0.016637,0.016628,0.016628,0.016635,0.016635,0.016635,0.01664,0.01664,0.016634,0.016634,0.016634,0.016653,0.016653,0.016654,0.016634,0.016638,0.016638,0.016638,0.016638,0.016638,0.016634,0.016649,0.016649,0.016649,0.016633,0.016633,0.016633,0.016633,0.016633,0.016633,0.016633
6,0.030382,0.030382,0.023928,0.023928,0.023294,0.021755,0.021755,0.021827,0.021827,0.021926,0.021926,0.02192,0.021843,0.021896,0.021896,0.021833,0.021881,0.021881,0.021882,0.021872,0.021867,0.021867,0.021867,0.021822,0.021822,0.021879,0.021879,0.021879,0.021851,0.021851,0.02188,0.02188,0.02188,0.021873,0.021873,0.021881,0.021881,0.021881,0.021872,0.021872,0.021871,0.021881,0.021877,0.021877,0.021877,0.021877,0.021877,0.021882,0.021865,0.021865,0.021865,0.021882,0.021882,0.021882,0.021882,0.021882,0.021882,0.021882
7,-0.0073021,-0.0073021,-0.0042335,-0.0042335,-0.0045611,-0.0039199,-0.0039199,-0.0038487,-0.0038487,-0.0038733,-0.0038733,-0.0038827,-0.0038598,-0.0038773,-0.0038773,-0.0038569,-0.0038728,-0.0038728,-0.0038698,-0.0038684,-0.0038687,-0.0038687,-0.0038687,-0.0038565,-0.0038565,-0.0038703,-0.0038703,-0.0038703,-0.0038649,-0.0038649,-0.0038698,-0.0038698,-0.0038698,-0.0038692,-0.0038692,-0.0038702,-0.0038702,-0.0038702,-0.0038715,-0.0038715,-0.0038706,-0.0038701,-0.0038702,-0.0038702,-0.0038702,-0.0038702,-0.0038702,-0.0038703,-0.0038689,-0.0038689,-0.0038689,-0.0038703,-0.0038703,-0.0038703,-0.0038703,-0.0038703,-0.0038703,-0.0038703
8,-0.00083852,-0.00083852,-0.0005855,-0.0005855,-0.00065358,-0.00065718,-0.00065718,-0.00063068,-0.00063068,-0.00065507,-0.00065507,-0.00065749,-0.00065001,-0.00065512,-0.00065512,-0.00065302,-0.00065145,-0.00065145,-0.00065413,-0.00065339,-0.00065263,-0.00065263,-0.00065263,-0.00065189,-0.00065189,-0.00065334,-0.00065334,-0.00065334,-0.00065232,-0.00065232,-0.00065389,-0.00065389,-0.00065389,-0.00065363,-0.00065363,-0.00065355,-0.00065355,-0.00065355,-0.00065287,-0.00065287,-0.00065365,-0.00065359,-0.0006532,-0.0006532,-0.0006532,-0.0006532,-0.0006532,-0.0006535,-0.00065353,-0.00065353,-0.00065353,-0.00065355,-0.00065355,-0.00065355,-0.00065355,-0.00065355,-0.00065355,-0.00065355
9,-0.00028161,-0.00028161,-0.00011257,-0.00011257,-9.7888e-05,-8.1725e-05,-8.1725e-05,-8.2365e-05,-8.2365e-05,-8.1e-05,-8.1e-05,-8.0375e-05,-8.1129e-05,-8.0988e-05,-8.0988e-05,-8.0497e-05,-8.1303e-05,-8.1303e-05,-8.0766e-05,-8.1157e-05,-8.1181e-05,-8.1181e-05,-8.1181e-05,-8.0798e-05,-8.0798e-05,-8.0951e-05,-8.0951e-05,-8.0951e-05,-8.1116e-05,-8.1116e-05,-8.0913e-05,-8.0913e-05,-8.0913e-05,-8.0928e-05,-8.0928e-05,-8.0904e-05,-8.0904e-05,-8.0904e-05,-8.1204e-05,-8.1204e-05,-8.1086e-05,-8.0903e-05,-8.0962e-05,-8.0962e-05,-8.0962e-05,-8.0962e-05,-8.0962e-05,-8.0879e-05,-8.1023e-05,-8.1023e-05,-8.1023e-05,-8.0887e-05,-8.0887e-05,-8.0887e-05,-8.0887e-05,-8.0887e-05,-8.0887e-05,-8.0887e-05
10,4.0289e-07,4.0289e-07,-4.2185e-06,-4.2185e-06,-8.0062e-06,-6.4426e-06,-6.4426e-06,-6.9028e-06,-6.9028e-06,-5.7071e-06,-5.7071e-06,-5.9271e-06,-5.8779e-06,-5.782e-06,-5.782e-06,-5.8023e-06,-5.6952e-06,-5.6952e-06,-5.7843e-06,-5.6601e-06,-5.6532e-06,-5.6532e-06,-5.6532e-06,-5.6761e-06,-5.6761e-06,-5.7271e-06,-5.7271e-06,-5.7271e-06,-5.6582e-06,-5.6582e-06,-5.7443e-06,-5.7443e-06,-5.7443e-06,-5.7313e-06,-5.7313e-06,-5.7578e-06,-5.7578e-06,-5.7578e-06,-5.6623e-06,-5.6623e-06,-5.6749e-06,-5.7663e-06,-5.7333e-06,-5.7333e-06,-5.7333e-06,-5.7333e-06,-5.7333e-06,-5.7671e-06,-5.6798e-06,-5.6798e-06,-5.6798e-06,-5.7695e-06,-5.7695e-06,-5.7695e-06,-5.7695e-06,-5.7695e-06,-5.7695e-06,-5.7695e-06
