,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,14.042,9.4072,12.029,12.691,12.6,12.262,12.416,12.472,12.496,12.794,12.325,12.431,12.468,12.54,12.475,12.602,12.67,12.336,12.469,12.533
1,-27.524,-22.799,-25.429,-26.053,-25.916,-25.61,-25.76,-25.802,-25.832,-26.122,-25.665,-25.777,-25.805,-25.881,-25.812,-25.938,-26.003,-25.677,-25.808,-25.873
2,-0.37984,-0.31073,-0.34014,-0.33584,-0.3444,-0.35967,-0.35229,-0.35879,-0.36625,-0.36152,-0.35593,-0.35653,-0.36041,-0.35721,-0.36232,-0.36027,-0.3641,-0.35631,-0.35665,-0.3579
3,-3.8928e-05,-3.4569e-05,-4.0792e-05,-3.793e-05,-3.597e-05,-4.0888e-05,-3.8595e-05,-4.4433e-05,-4.1659e-05,-4.1312e-05,-4.0059e-05,-4.0955e-05,-4.0412e-05,-3.949e-05,-4.0359e-05,-4.0042e-05,-4.0763e-05,-4.0526e-05,-4.0557e-05,-3.9849e-05
4,1.3642e-12,-1.5906e-09,-1.9438e-09,-5.3831e-10,-1.864e-09,-1.4942e-09,-2.2703e-09,-1.9235e-09,-1.8603e-09,-1.2948e-09,-1.8097e-09,-6.371e-10,-2.8717e-09,-2.7176e-09,-1.5353e-09,-1.9764e-09,-1.5834e-09,-2.5531e-09,-2.2916e-09,-1.0418e-09
5,0.45879,0.48029,0.4971,0.49399,0.49561,0.48928,0.49208,0.49347,0.49379,0.49124,0.49059,0.49114,0.49292,0.492,0.49043,0.49142,0.49215,0.49136,0.49166,0.4914
6,0.18686,0.19462,0.20194,0.1988,0.19621,0.19032,0.19694,0.19157,0.19136,0.19316,0.19262,0.19538,0.1934,0.19146,0.19369,0.19511,0.19396,0.19254,0.19263,0.19289
7,0.0011155,0.0013418,0.0013854,0.0015668,0.0013219,-0.0007643,0.00087501,0.0006507,0.00089359,0.0012543,0.0014169,0.0014041,0.00064907,0.00091185,0.0010203,0.00093725,0.00052845,0.00091928,0.0010526,0.0011843
8,0.00017553,0.00021531,0.000203,6.2327e-05,0.00040987,0.0021915,0.0006313,0.00078025,0.00062546,0.00025722,8.7762e-05,0.00014148,0.00088094,0.00057947,0.00043835,0.00054886,0.00095737,0.00056363,0.00043636,0.00030795
9,5.3935e-06,3.0035e-06,4.5207e-06,5.6699e-06,4.4833e-06,9.5292e-06,5.7234e-06,6.4734e-06,1.1195e-05,5.2471e-06,6.3225e-06,3.581e-06,6.7337e-06,8.0141e-06,7.1241e-06,4.9983e-06,4.5887e-06,7.2598e-06,7.5314e-06,6.4422e-06
10,,,,,,,,,1.977e-07,,,,,,,,,,,
