,0,1,2,3,4,5,6
0,28.893,28.9,28.079,28.094,28.715,28.571,28.592
1,-53.783,-55.053,-54.289,-54.396,-54.796,-54.729,-54.738
2,-5.3834,-4.7131,-4.7006,-4.61,-4.8314,-4.7549,-4.7681
3,-0.065996,-0.039363,-0.039341,-0.03807,-0.042238,-0.040518,-0.040852
4,-2.6806e-05,-1.4606e-05,-1.4639e-05,-1.4257e-05,-1.6206e-05,-1.5568e-05,-1.5591e-05
5,3.3271,3.7803,3.9046,3.8904,3.8984,3.8954,3.8973
6,0.057384,0.21461,0.18714,0.19843,0.19301,0.19322,0.19308
7,0.021463,0.039226,0.035062,0.030647,0.03207,0.032881,0.032302
8,-2.6403e-05,0.00023577,-0.00036596,0.0031696,0.0013735,0.00089809,0.0013495
9,-5.6211e-05,7.0513e-05,0.00017654,0.0001306,0.00017998,0.00022185,0.00017192
10,8.4621e-05,2.8595e-05,1.3464e-05,8.0324e-05,6.0329e-05,1.4681e-05,4.952e-05
11,1.6028e-05,6.375e-07,3.5619e-06,1.2067e-05,1.4946e-05,-1.8644e-07,1.296e-05
12,6.743e-08,,,-1.9483e-06,-1.8135e-06,,-1.5007e-06
