,0,1,2,3,4
0,50.469,50.524,50.358,50.376,50.398
1,-82.335,-82.697,-82.494,-82.464,-82.48
2,-9.2707,-8.9407,-8.9839,-9.0297,-9.0361
3,-0.17029,-0.14904,-0.14997,-0.15393,-0.15385
4,-0.00030609,-0.00027697,-0.00027785,-0.00028708,-0.0002863
5,5.287,5.1851,5.1946,5.1984,5.1987
6,0.28447,0.25286,0.25958,0.25583,0.25654
7,0.03648,0.042173,0.041013,0.04212,0.04179
8,0.010049,0.00088324,0.0023961,0.0014441,0.0016494
9,-9.2453e-05,0.00014151,0.00012206,0.0001221,0.00017546
10,0.00032671,7.3495e-05,6.4784e-05,8.8183e-05,2.7213e-05
11,5.6434e-05,3.4523e-05,2.6663e-05,2.7561e-05,2.7909e-05
12,-2.6648e-07,-5.9092e-07,-1.1184e-07,5.6244e-07,-3.2196e-07
