,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,397.6,395.6,394.95,395.97,396.23,396.49,397.56,396.67,397.62,396.72,396.42,396.42,397.11,395.74,396.24,395.28,396.55,396.36,396.36,396.59,396.59,396.29,396.62,396.87,396.34,396.66,396.66,396.03
1,-394.08,-392.03,-391.29,-392.42,-392.59,-392.92,-393.92,-393.08,-394.04,-393.18,-392.84,-392.84,-393.45,-392.23,-392.7,-391.75,-392.96,-392.88,-392.88,-393.0,-393.0,-392.78,-393.05,-393.3,-392.81,-393.07,-393.07,-392.49
2,-48.362,-48.412,-48.46,-48.404,-48.393,-48.389,-48.442,-48.425,-48.415,-48.347,-48.405,-48.405,-48.503,-48.336,-48.388,-48.38,-48.375,-48.309,-48.309,-48.421,-48.421,-48.343,-48.413,-48.393,-48.354,-48.429,-48.429,-48.374
3,-6.9898,-7.0021,-7.0566,-6.9781,-7.0862,-7.0258,-7.0421,-7.0034,-7.0061,-7.0281,-7.0168,-7.0168,-6.9936,-7.0181,-6.9928,-6.9913,-7.0545,-7.02,-7.02,-7.01,-7.01,-7.0106,-7.0006,-7.0228,-7.0188,-7.0072,-7.0072,-7.0066
4,-0.72451,-0.715,-0.70649,-0.71948,-0.71297,-0.71501,-0.71591,-0.7183,-0.71519,-0.71584,-0.71409,-0.71409,-0.71449,-0.71705,-0.71586,-0.71284,-0.71544,-0.71296,-0.71296,-0.71412,-0.71412,-0.71352,-0.71674,-0.71483,-0.71408,-0.71205,-0.71205,-0.7119
5,-1.9764,-1.9734,-1.9745,-1.9751,-1.9742,-1.9748,-1.9742,-1.9751,-1.9755,-1.9755,-1.9751,-1.9751,-1.9752,-1.9748,-1.9747,-1.975,-1.9752,-1.9753,-1.9753,-1.9742,-1.9742,-1.9746,-1.9757,-1.9753,-1.9748,-1.9745,-1.9745,-1.975
6,6.3406,6.3378,6.3396,6.34,6.3393,6.3403,6.339,6.3393,6.3402,6.3398,6.34,6.34,6.3396,6.3398,6.3392,6.3405,6.3397,6.3397,6.3397,6.3387,6.3387,6.3398,6.3406,6.3399,6.3396,6.3395,6.3395,6.3397
7,0.50256,0.50403,0.50275,0.50363,0.50472,0.50282,0.50421,0.50411,0.50352,0.50427,0.50384,0.50384,0.5041,0.50359,0.50355,0.50326,0.5036,0.5035,0.5035,0.50389,0.50389,0.50378,0.50356,0.50356,0.504,0.50383,0.50383,0.50362
8,0.46835,0.46635,0.46649,0.46556,0.46538,0.46657,0.46634,0.46616,0.46642,0.4663,0.46616,0.46616,0.46609,0.46619,0.46613,0.46611,0.46607,0.46635,0.46635,0.46608,0.46608,0.46611,0.46622,0.46633,0.4662,0.4663,0.4663,0.46639
9,0.062121,0.064378,0.065127,0.065131,0.06549,0.064404,0.064454,0.064524,0.064214,0.064269,0.064264,0.064264,0.064194,0.064445,0.064386,0.064459,0.064429,0.064221,0.064221,0.064614,0.064614,0.064599,0.064501,0.064418,0.064519,0.064579,0.064579,0.064351
10,0.056571,0.056138,0.056087,0.055782,0.055744,0.056004,0.056119,0.05605,0.056182,0.056215,0.056359,0.056359,0.056403,0.056122,0.056068,0.056103,0.056111,0.056168,0.056168,0.05592,0.05592,0.056108,0.05616,0.056127,0.056088,0.056026,0.056026,0.056142
11,0.015386,0.015345,0.015148,0.01527,0.015452,0.015413,0.015324,0.015374,0.015392,0.015325,0.015301,0.015301,0.015353,0.015288,0.015359,0.015312,0.015378,0.015372,0.015372,0.015353,0.015353,0.015222,0.01537,0.0153,0.015303,0.015314,0.015314,0.015351
12,0.012669,0.012694,0.012749,0.012716,0.012715,0.012677,0.012615,0.0127,0.012702,0.012662,0.012684,0.012684,0.012676,0.012704,0.012707,0.012708,0.012726,0.012719,0.012719,0.012693,0.012693,0.012682,0.012684,0.012714,0.012676,0.012681,0.012681,0.0127
