,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
20,-0.0014255,-0.0012761,-0.0010848,-0.0011351,-0.0011368,-0.0010963,-0.0013532,-0.0010363,-0.0010363,-0.0010363,-0.0010914,-0.0012267,-0.0011994,-0.0010855,-0.0011886,-0.0010219,-0.0010856,-0.0011364,-0.0011118,-0.0011121,-0.0011191,-0.0011512,-0.0011709,-0.0011115,-0.0010889,-0.0011383,-0.0011383,-0.0011119
21,-0.0012339,-0.0010286,-0.0008912,-0.00094906,-0.0009607,-0.00091761,-0.0011334,-0.00086047,-0.00086047,-0.00086047,-0.0008858,-0.0010173,-0.0010043,-0.00092351,-0.00099942,-0.00087289,-0.00091897,-0.00095307,-0.00093418,-0.00092818,-0.00093037,-0.00097392,-0.00096103,-0.00093253,-0.00090141,-0.00093393,-0.00093393,-0.00094053
22,-0.0010532,-0.00083545,-0.00075695,-0.00080897,-0.00081694,-0.0007705,-0.0009449,-0.00072973,-0.00072973,-0.00072973,-0.00071568,-0.00084296,-0.00083743,-0.00076822,-0.00083472,-0.00072243,-0.00078466,-0.00079395,-0.00078073,-0.00077922,-0.00077953,-0.00081906,-0.0008098,-0.00078729,-0.00075456,-0.00076527,-0.00076527,-0.00079243
23,-0.00089902,-0.00069721,-0.00065108,-0.00069367,-0.00070167,-0.00066354,-0.00079878,-0.00061673,-0.00061673,-0.00061673,-0.00059616,-0.00070559,-0.00070606,-0.00064406,-0.00070864,-0.00061034,-0.00067132,-0.00066687,-0.0006565,-0.00066786,-0.00066413,-0.00069958,-0.00068807,-0.00067713,-0.00063844,-0.00063474,-0.00063474,-0.00067772
24,-0.0007667,-0.00058978,-0.00057627,-0.00060306,-0.00060055,-0.00056589,-0.00067713,-0.00053106,-0.00053106,-0.00053106,-0.00049965,-0.00059634,-0.00060183,-0.00054523,-0.00060963,-0.00052584,-0.00058554,-0.00056833,-0.00056398,-0.00057743,-0.00056852,-0.00060173,-0.00058965,-0.00058537,-0.00054191,-0.00053586,-0.00053586,-0.00058529
25,-0.00065977,-0.00051544,-0.00050677,-0.00051934,-0.00052315,-0.00049465,-0.00057707,-0.00046009,-0.00046009,-0.00046009,-0.00042463,-0.00050697,-0.00051409,-0.00046576,-0.00052569,-0.00045538,-0.00050384,-0.00048947,-0.00048543,-0.0005031,-0.00049403,-0.00052151,-0.00050453,-0.00050227,-0.00045966,-0.00045667,-0.00045667,-0.00050607
26,-0.00056081,-0.00044053,-0.00045715,-0.00045224,-0.00045623,-0.00043723,-0.0004952,-0.00040236,-0.00040236,-0.00040236,-0.0003617,-0.00043574,-0.00044176,-0.00039385,-0.00045495,-0.00040006,-0.00044196,-0.00042598,-0.0004174,-0.00043613,-0.00042731,-0.0004531,-0.00043766,-0.00043441,-0.00039424,-0.00039414,-0.00039414,-0.00043816
27,-0.00047855,-0.00038623,-0.00041057,-0.00039451,-0.00039498,-0.00038728,-0.00042725,-0.00035623,-0.00035623,-0.00035623,-0.00031365,-0.00037623,-0.00038003,-0.00033738,-0.00039418,-0.0003498,-0.00038407,-0.00036486,-0.00036404,-0.00038663,-0.00037318,-0.00039744,-0.00038792,-0.0003819,-0.0003406,-0.00034625,-0.00034625,-0.00038013
28,-0.0004042,-0.00034281,-0.00037855,-0.00034693,-0.00034626,-0.00034354,-0.00037004,-0.00031803,-0.00031803,-0.00031803,-0.000272,-0.00032339,-0.00032869,-0.00029011,-0.00034511,-0.00030748,-0.00033297,-0.00031636,-0.00031853,-0.00033949,-0.00033086,-0.0003482,-0.00034026,-0.0003362,-0.00029743,-0.00030509,-0.00030509,-0.00033348
29,-0.00034626,-0.00030944,-0.00035046,-0.00030588,-0.00030556,-0.00030797,-0.00032315,-0.00028224,-0.00028224,-0.00028224,-0.0002341,-0.00028363,-0.00028635,-0.00025303,-0.00030254,-0.00027104,-0.00028902,-0.00027784,-0.00027805,-0.00030047,-0.00029278,-0.00030639,-0.00030066,-0.00029627,-0.00026088,-0.00027036,-0.00027036,-0.00029448
30,-0.00029338,-0.00027914,-0.00032408,-0.00027212,-0.00026869,-0.00027224,-0.00028163,-0.00025192,-0.00025192,-0.00025192,-0.00020474,-0.00024644,-0.00025058,-0.00022061,-0.00026758,-0.00024264,-0.0002557,-0.00024212,-0.00024599,-0.00026949,-0.00025934,-0.0002705,-0.00027273,-0.00026214,-0.00022686,-0.00024329,-0.00024329,-0.00026002
31,-0.00025408,-0.00025266,-0.00030386,-0.00024125,-0.00024084,-0.00024386,-0.00024668,-0.00022612,-0.00022612,-0.00022612,-0.00018037,-0.00021878,-0.00022007,-0.00019369,-0.00023793,-0.00021768,-0.00021977,-0.00021227,-0.00021836,-0.00024154,-0.00023274,-0.00024022,-0.00024008,-0.00023365,-0.00019932,-0.00021593,-0.00021593,-0.0002308
32,-0.00021811,-0.00023207,-0.00028266,-0.00021511,-0.00021215,-0.00022003,-0.00021631,-0.00020467,-0.00020467,-0.00020467,-0.00015871,-0.0001946,-0.00019426,-0.00017194,-0.00021533,-0.00019421,-0.00019701,-0.0001868,-0.00019444,-0.00021807,-0.00020665,-0.00021307,-0.00021405,-0.00020928,-0.0001771,-0.00019205,-0.00019205,-0.00020512
33,-0.00018965,-0.00020366,-0.00026147,-0.00019127,-0.00018859,-0.00019623,-0.00019095,-0.00018353,-0.00018353,-0.00018353,-0.00014128,-0.00017287,-0.00017283,-0.00015293,-0.00019271,-0.00017456,-0.00017393,-0.00016509,-0.00017375,-0.00019742,-0.0001855,-0.00018974,-0.00019163,-0.00018764,-0.00015776,-0.00017234,-0.00017234,-0.00018341
34,-0.00016655,-0.00019258,-0.00024346,-0.00016983,-0.00016858,-0.00017901,-0.00016691,-0.00016659,-0.00016659,-0.00016659,-0.00012561,-0.00015595,-0.0001538,-0.000137,-0.00017377,-0.0001574,-0.00015488,-0.00014761,-0.00015619,-0.0001797,-0.00016469,-0.00017065,-0.0001731,-0.00016848,-0.00014103,-0.00015475,-0.00015475,-0.00016562
35,-0.00014534,-0.00016867,-0.0002275,-0.00015194,-0.00015074,-0.0001549,-0.0001471,-0.00015102,-0.00015102,-0.00015102,-0.00011233,-0.00014074,-0.00013724,-0.00012335,-0.0001574,-0.00014351,-0.00014094,-0.00013267,-0.00014115,-0.00016201,-0.00014829,-0.00015275,-0.00015448,-0.00015265,-0.00012557,-0.00013931,-0.00013931,-0.00014852
36,-0.00012814,-0.00015264,-0.00021266,-0.00013576,-0.00013582,-0.0001384,-0.00013048,-0.00013754,-0.00013754,-0.00013754,-0.00010143,-0.00012859,-0.00012225,-0.0001114,-0.00014246,-0.00013065,-0.00011962,-0.00011892,-0.00012801,-0.00014793,-0.00013228,-0.00013646,-0.00013903,-0.00013824,-0.00011302,-0.00012589,-0.00012589,-0.00013419
37,-0.00011346,-0.00013527,-0.00019851,-0.0001225,-0.0001237,-0.00012774,-0.00011567,-0.00012449,-0.00012449,-0.00012449,-9.1191e-05,-0.0001163,-0.00011008,-0.00010092,-0.00012967,-0.00011958,-0.00011346,-0.00010748,-0.00011741,-0.00013466,-0.00012016,-0.000123,-0.00012621,-0.00012527,-0.00010158,-0.0001138,-0.0001138,-0.00012127
38,-0.00010029,-0.00012159,-0.0001856,-0.0001094,-0.00011277,-0.0001169,-0.00010217,-0.00011338,-0.00011338,-0.00011338,-8.2798e-05,-0.00010537,-9.8853e-05,-9.1849e-05,-0.00011848,-0.0001097,-0.00010642,-9.8056e-05,-0.00010764,-0.00012336,-0.00010826,-0.00011023,-0.00011424,-0.00011485,-9.1655e-05,-0.00010383,-0.00010383,-0.00011021
39,-9.1454e-05,-0.00010874,-0.00017201,-9.8959e-05,-0.00010257,-0.00010311,-9.0953e-05,-0.00010905,-0.00010905,-0.00010905,-7.4798e-05,-9.6105e-05,-8.9267e-05,-8.394e-05,-0.00010849,-0.0001005,-9.579e-05,-8.9394e-05,-9.8926e-05,-0.0001127,-9.8761e-05,-9.9502e-05,-0.00010357,-0.00010309,-8.3018e-05,-9.5115e-05,-9.5115e-05,-0.00010062
40,-8.0231e-05,-9.7612e-05,-0.00016067,-8.9431e-05,-9.3991e-05,-9.6415e-05,-8.0963e-05,-9.7713e-05,-9.7713e-05,-9.7713e-05,-6.8457e-05,-8.6991e-05,-8.0824e-05,-7.6918e-05,-9.9026e-05,-9.2413e-05,-8.9575e-05,-8.2133e-05,-9.2118e-05,-0.00010319,-8.9019e-05,-8.9892e-05,-9.4656e-05,-9.3363e-05,-7.5422e-05,-8.7262e-05,-8.7262e-05,-9.1137e-05
41,-7.1901e-05,-8.8008e-05,-0.00014894,-8.1657e-05,-8.612e-05,-8.9226e-05,-7.2129e-05,-8.5924e-05,-8.5924e-05,-8.5924e-05,-6.258e-05,-8.0132e-05,-7.3431e-05,-7.078e-05,-9.0548e-05,-8.548e-05,-7.8206e-05,-7.5192e-05,-8.5581e-05,-9.4799e-05,-8.1495e-05,-8.1678e-05,-8.6061e-05,-8.4159e-05,-6.8482e-05,-7.989e-05,-7.989e-05,-8.289e-05
42,-6.6408e-05,-8.0289e-05,-0.00013835,-7.4465e-05,-7.8978e-05,-7.6555e-05,-6.4316e-05,-7.9833e-05,-7.9833e-05,-7.9833e-05,-5.8138e-05,-7.3628e-05,-6.69e-05,-6.5323e-05,-8.3176e-05,-7.8975e-05,-7.644e-05,-6.9309e-05,-8.0261e-05,-8.7087e-05,-7.4658e-05,-7.4134e-05,-7.9098e-05,-7.5885e-05,-6.2511e-05,-7.3561e-05,-7.3561e-05,-7.5966e-05
43,-6.0098e-05,-7.2918e-05,-0.00012921,-7.0467e-05,-7.2985e-05,-7.0363e-05,-5.8793e-05,-7.3593e-05,-7.3593e-05,-7.3593e-05,-5.3841e-05,-6.8421e-05,-6.0942e-05,-6.0187e-05,-7.683e-05,-7.356e-05,-6.9448e-05,-6.386e-05,-7.5213e-05,-8.0573e-05,-6.8388e-05,-6.7699e-05,-7.2364e-05,-6.8936e-05,-5.7016e-05,-6.838e-05,-6.838e-05,-6.9307e-05
44,-5.3533e-05,-6.6592e-05,-0.00012047,-6.4894e-05,-6.8127e-05,-5.992e-05,-5.2582e-05,-6.8699e-05,-6.8699e-05,-6.8699e-05,-5.0153e-05,-6.2928e-05,-5.6002e-05,-5.5652e-05,-7.0687e-05,-6.8642e-05,-6.5222e-05,-5.9012e-05,-7.1281e-05,-7.4052e-05,-6.3572e-05,-6.1507e-05,-6.5445e-05,-6.2599e-05,-5.2536e-05,-6.3361e-05,-6.3361e-05,-6.4313e-05
45,-4.8562e-05,-6.0789e-05,-0.00011064,-5.8922e-05,-6.3389e-05,-6.2098e-05,-4.6857e-05,-6.3278e-05,-6.3278e-05,-6.3278e-05,-4.6802e-05,-5.7462e-05,-5.1141e-05,-5.1763e-05,-6.5286e-05,-6.4147e-05,-6.0915e-05,-5.4526e-05,-6.7305e-05,-6.8494e-05,-5.8922e-05,-5.6307e-05,-6.0572e-05,-5.7278e-05,-4.8165e-05,-5.8958e-05,-5.8958e-05,-5.8366e-05
46,-4.2623e-05,-5.582e-05,-0.00010634,-5.4696e-05,-6.0194e-05,-5.6739e-05,-4.2616e-05,-5.8867e-05,-5.8867e-05,-5.8867e-05,-4.4106e-05,-5.2823e-05,-4.766e-05,-4.8201e-05,-6.0365e-05,-6.0109e-05,-5.7132e-05,-5.0577e-05,-6.4377e-05,-6.3346e-05,-5.4652e-05,-5.1949e-05,-5.5935e-05,-5.2302e-05,-4.4451e-05,-5.4848e-05,-5.4848e-05,-5.3187e-05
47,-3.6934e-05,-5.163e-05,-9.689e-05,-5.1661e-05,-5.5758e-05,-5.1816e-05,-3.8374e-05,-5.4707e-05,-5.4707e-05,-5.4707e-05,-4.2007e-05,-4.9163e-05,-4.4128e-05,-4.4932e-05,-5.615e-05,-5.6367e-05,-5.2517e-05,-4.7095e-05,-6.1232e-05,-5.9033e-05,-5.0808e-05,-4.772e-05,-5.1595e-05,-4.861e-05,-4.1034e-05,-5.0965e-05,-5.0965e-05,-4.9011e-05
48,-3.7371e-05,-4.7907e-05,-8.8876e-05,-4.8966e-05,-5.2895e-05,-4.876e-05,-3.4967e-05,-5.1238e-05,-5.1238e-05,-5.1238e-05,-3.942e-05,-4.5603e-05,-4.1121e-05,-4.1823e-05,-5.2177e-05,-5.2966e-05,-4.8589e-05,-4.3956e-05,-5.8772e-05,-5.4657e-05,-4.7522e-05,-4.3836e-05,-4.7839e-05,-4.4983e-05,-3.8067e-05,-4.7569e-05,-4.7569e-05,-4.5407e-05
49,-3.538e-05,-4.4494e-05,-8.4275e-05,-4.6034e-05,-4.9211e-05,-4.4888e-05,-3.2219e-05,-4.8036e-05,-4.8036e-05,-4.8036e-05,-3.6824e-05,-4.2622e-05,-3.8417e-05,-3.9013e-05,-4.8892e-05,-5.0213e-05,-4.5949e-05,-4.0903e-05,-5.6367e-05,-5.1044e-05,-4.4585e-05,-4.0379e-05,-4.4334e-05,-4.1446e-05,-3.517e-05,-4.4371e-05,-4.4371e-05,-4.2113e-05
50,-3.1495e-05,-4.1101e-05,-7.7775e-05,-4.2806e-05,-4.5803e-05,-4.2267e-05,-2.9585e-05,-4.5539e-05,-4.5539e-05,-4.5539e-05,-3.4814e-05,-3.9646e-05,-3.5305e-05,-3.6381e-05,-4.5227e-05,-4.7019e-05,-4.225e-05,-3.8473e-05,-5.4384e-05,-4.7723e-05,-4.2012e-05,-3.7673e-05,-4.1058e-05,-3.8252e-05,-3.2758e-05,-4.1471e-05,-4.1471e-05,-3.9119e-05
51,-2.9436e-05,-3.8601e-05,-7.396e-05,-4.0228e-05,-4.4079e-05,-4.0607e-05,-2.6653e-05,-4.2666e-05,-4.2666e-05,-4.2666e-05,-3.2709e-05,-3.6366e-05,-3.3469e-05,-3.4127e-05,-4.275e-05,-4.4427e-05,-4.0028e-05,-3.5839e-05,-5.2384e-05,-4.4111e-05,-3.9612e-05,-3.4975e-05,-3.8321e-05,-3.5455e-05,-3.0534e-05,-3.9028e-05,-3.9028e-05,-3.6213e-05
52,-2.7364e-05,-3.6227e-05,-6.6162e-05,-3.8914e-05,-4.1781e-05,-3.7179e-05,-2.445e-05,-4.0034e-05,-4.0034e-05,-4.0034e-05,-3.1093e-05,-3.357e-05,-3.1506e-05,-3.209e-05,-4.0098e-05,-4.1885e-05,-3.774e-05,-3.3299e-05,-4.9984e-05,-4.1394e-05,-3.7247e-05,-3.2203e-05,-3.5839e-05,-3.297e-05,-2.8333e-05,-3.6379e-05,-3.6379e-05,-3.3702e-05
53,-2.8029e-05,-3.4243e-05,-6.3823e-05,-3.6269e-05,-4.0104e-05,-3.4503e-05,-2.2763e-05,-3.8353e-05,-3.8353e-05,-3.8353e-05,-2.943e-05,-3.083e-05,-2.9936e-05,-3.0157e-05,-3.7755e-05,-3.975e-05,-3.5956e-05,-3.1456e-05,-4.7908e-05,-3.8674e-05,-3.5164e-05,-2.9828e-05,-3.3476e-05,-3.0706e-05,-2.6553e-05,-3.42e-05,-3.42e-05,-3.1447e-05
54,-2.4875e-05,-3.2234e-05,-5.9064e-05,-3.3814e-05,-3.8409e-05,-3.3412e-05,-2.1296e-05,-3.6089e-05,-3.6089e-05,-3.6089e-05,-2.7929e-05,-2.8362e-05,-2.8424e-05,-2.8323e-05,-3.5504e-05,-3.7785e-05,-3.3228e-05,-2.9662e-05,-4.5718e-05,-3.6204e-05,-3.3402e-05,-2.797e-05,-3.133e-05,-2.8898e-05,-2.4892e-05,-3.1982e-05,-3.1982e-05,-2.9531e-05
55,-2.1184e-05,-2.9921e-05,-5.0401e-05,-3.1423e-05,-3.8258e-05,-3.0882e-05,-1.997e-05,-3.4014e-05,-3.4014e-05,-3.4014e-05,-2.6008e-05,-2.6095e-05,-2.6553e-05,-2.6714e-05,-3.3247e-05,-3.607e-05,-3.2821e-05,-2.7845e-05,-4.339e-05,-3.3421e-05,-3.1732e-05,-2.6032e-05,-2.9639e-05,-2.7252e-05,-2.3595e-05,-2.9876e-05,-2.9876e-05,-2.7275e-05
56,-2.2611e-05,-2.7447e-05,-5.2088e-05,-2.9766e-05,-3.501e-05,-3.142e-05,-1.8372e-05,-3.1901e-05,-3.1901e-05,-3.1901e-05,-2.5194e-05,-2.3881e-05,-2.5898e-05,-2.5092e-05,-3.1411e-05,-3.4222e-05,-3.0108e-05,-2.6282e-05,-4.1221e-05,-3.3473e-05,-3.0066e-05,-2.4396e-05,-2.7833e-05,-2.5783e-05,-2.213e-05,-2.8187e-05,-2.8187e-05,-2.5273e-05
57,-2.1012e-05,-2.632e-05,-4.7598e-05,-2.7828e-05,-3.3867e-05,-2.7205e-05,-1.6994e-05,-2.9862e-05,-2.9862e-05,-2.9862e-05,-2.3984e-05,-2.1761e-05,-2.4378e-05,-2.3664e-05,-2.996e-05,-3.2403e-05,-2.822e-05,-2.4733e-05,-3.9131e-05,-2.9672e-05,-2.8623e-05,-2.2764e-05,-2.6331e-05,-2.4184e-05,-2.091e-05,-2.6522e-05,-2.6522e-05,-2.3648e-05
58,-1.9202e-05,-2.5351e-05,-4.432e-05,-2.6605e-05,-3.1963e-05,-2.7108e-05,-1.5904e-05,-2.8471e-05,-2.8471e-05,-2.8471e-05,-2.2775e-05,-2.096e-05,-2.327e-05,-2.2356e-05,-2.8511e-05,-3.0751e-05,-2.6854e-05,-2.357e-05,-3.6923e-05,-2.8178e-05,-2.7218e-05,-2.1424e-05,-2.4727e-05,-2.3289e-05,-1.9635e-05,-2.5192e-05,-2.5192e-05,-2.2401e-05
59,-1.8621e-05,-2.413e-05,-4.1252e-05,-2.459e-05,-3.1106e-05,-2.5084e-05,-1.4968e-05,-2.6802e-05,-2.6802e-05,-2.6802e-05,-2.1995e-05,-1.9172e-05,-2.2227e-05,-2.1147e-05,-2.6939e-05,-2.9335e-05,-2.458e-05,-2.2267e-05,-3.4789e-05,-2.6367e-05,-2.6179e-05,-2.0262e-05,-2.3376e-05,-2.2182e-05,-1.8659e-05,-2.3741e-05,-2.3741e-05,-2.1035e-05
