,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,130.36,129.47,129.47,124.02,126.19,125.87,127.31,127.55,128.5,127.73,128.54,127.7,127.68,127.15,128.59,128.59,128.11,127.74,128.33,127.86,127.36,128.14,128.11,127.94,127.71,127.96,128.37,128.39,128.39,128.39,128.1,128.1,128.11,128.09,128.09,127.93,127.93,127.93,127.7,127.7
1,-139.09,-137.24,-137.24,-132.12,-133.85,-133.96,-135.25,-135.52,-136.26,-135.6,-136.28,-135.58,-135.68,-135.1,-136.42,-136.42,-135.95,-135.6,-136.15,-135.72,-135.24,-136.0,-135.98,-135.81,-135.61,-135.82,-136.22,-136.23,-136.23,-136.23,-135.95,-135.95,-136.01,-135.96,-135.96,-135.81,-135.81,-135.81,-135.6,-135.6
2,-5.3336,-5.4565,-5.4565,-5.1449,-5.5502,-5.1839,-5.3033,-5.2843,-5.4933,-5.3849,-5.5073,-5.3813,-5.2663,-5.3088,-5.4268,-5.4268,-5.4112,-5.4001,-5.4433,-5.3984,-5.3731,-5.3965,-5.3863,-5.3887,-5.3574,-5.399,-5.4104,-5.4198,-5.4198,-5.4198,-5.4115,-5.4115,-5.3625,-5.3889,-5.3889,-5.3794,-5.3794,-5.3794,-5.3669,-5.3669
3,-0.075925,-0.08381,-0.08381,-0.084279,-0.088423,-0.063003,-0.074985,-0.076596,-0.076903,-0.075971,-0.080711,-0.075366,-0.07103,-0.074333,-0.0763,-0.0763,-0.077854,-0.078537,-0.078471,-0.076906,-0.078147,-0.076102,-0.076734,-0.076536,-0.075811,-0.077312,-0.077273,-0.076579,-0.076579,-0.076579,-0.076626,-0.076626,-0.07534,-0.076789,-0.076789,-0.075973,-0.075973,-0.075973,-0.075038,-0.075038
4,-3.0746e-05,-4.0958e-05,-4.0958e-05,-3.6753e-05,-3.9006e-05,-3.0698e-05,-3.6794e-05,-3.7659e-05,-3.7531e-05,-3.7695e-05,-3.9687e-05,-3.7276e-05,-3.4723e-05,-3.6381e-05,-3.5567e-05,-3.5567e-05,-3.7737e-05,-3.7461e-05,-3.7524e-05,-3.7345e-05,-3.8139e-05,-3.6404e-05,-3.7252e-05,-3.6973e-05,-3.6927e-05,-3.7101e-05,-3.7289e-05,-3.7152e-05,-3.7152e-05,-3.7152e-05,-3.6787e-05,-3.6787e-05,-3.6758e-05,-3.6938e-05,-3.6938e-05,-3.6728e-05,-3.6728e-05,-3.6728e-05,-3.613e-05,-3.613e-05
5,0.35507,0.34458,0.34458,0.36019,0.35305,0.34747,0.34568,0.34911,0.34943,0.35178,0.35077,0.35124,0.35113,0.35025,0.35027,0.35027,0.35091,0.35081,0.35063,0.35053,0.35043,0.3505,0.35055,0.35051,0.35049,0.35054,0.3505,0.35052,0.35052,0.35052,0.35052,0.35052,0.35051,0.35051,0.35051,0.3505,0.3505,0.3505,0.35052,0.35052
6,0.087297,0.09251,0.09251,0.10017,0.093419,0.091295,0.091596,0.094066,0.09516,0.094838,0.093992,0.094314,0.094054,0.094457,0.094906,0.094906,0.094675,0.094283,0.094278,0.094439,0.094439,0.094479,0.094477,0.094402,0.094416,0.094395,0.094453,0.094423,0.094423,0.094423,0.094405,0.094405,0.094413,0.094421,0.094421,0.094423,0.094423,0.094423,0.094426,0.094426
7,-0.0029172,-0.0020695,-0.0020695,-0.0023841,-0.0028259,-0.0025769,-0.0026652,-0.0025586,-0.0025158,-0.0025888,-0.0026203,-0.0026399,-0.0026371,-0.0025782,-0.002546,-0.002546,-0.0026102,-0.0026099,-0.0026175,-0.0025953,-0.0025808,-0.0025945,-0.0026168,-0.0026063,-0.0025999,-0.0025942,-0.0026042,-0.0026043,-0.0026043,-0.0026043,-0.0025941,-0.0025941,-0.0025944,-0.0025974,-0.0025974,-0.0026017,-0.0026017,-0.0026017,-0.0026018,-0.0026018
8,0.00017759,0.00024424,0.00024424,0.00020999,0.00015876,9.7742e-05,9.8659e-05,0.00012407,0.00015886,0.00023143,0.00019901,0.00017989,0.00015226,0.00012912,0.00017201,0.00017201,0.00018611,0.00017573,0.0001479,0.0001499,0.00015474,0.00016574,0.00016446,0.00016375,0.00016653,0.00016252,0.00015927,0.00016346,0.00016346,0.00016346,0.00016443,0.00016443,0.00016504,0.00016413,0.00016413,0.00016267,0.00016267,0.00016267,0.00016257,0.00016257
9,5.8751e-05,8.8288e-05,8.8288e-05,5.3002e-05,4.915e-05,5.1497e-05,5.3412e-05,5.637e-05,4.5287e-05,4.6688e-05,4.6153e-05,4.7077e-05,4.9995e-05,5.4118e-05,5.0828e-05,5.0828e-05,4.6193e-05,4.7903e-05,5.0506e-05,5.1841e-05,5.2283e-05,4.8443e-05,4.7421e-05,4.835e-05,4.8814e-05,5.0012e-05,4.9372e-05,4.8891e-05,4.8891e-05,4.8891e-05,4.9468e-05,4.9468e-05,4.9721e-05,4.924e-05,4.924e-05,4.9195e-05,4.9195e-05,4.9195e-05,4.9164e-05,4.9164e-05
