,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,231.14,236.91,236.91,232.31,239.03,241.73,234.59,236.04,234.15,234.13,236.98,236.98,236.25,235.78,236.28,236.28,236.24,235.81,235.23,237.01,237.01,236.36,235.79,236.97,236.12,235.92,236.03,235.86,235.86,235.61,236.45,236.3,235.95,236.28,236.28,236.28,236.17,236.17,236.58,236.58,236.21,236.21,236.21,236.05,236.31,236.24,236.24,236.24
1,-243.0,-246.66,-246.66,-243.42,-248.79,-251.24,-243.89,-245.76,-244.25,-244.12,-246.71,-246.71,-245.79,-245.83,-246.12,-246.12,-246.3,-245.7,-245.07,-246.69,-246.69,-246.18,-245.74,-246.9,-246.04,-245.76,-245.8,-245.78,-245.78,-245.5,-246.25,-246.16,-245.71,-246.06,-246.06,-246.06,-246.08,-246.08,-246.43,-246.43,-246.05,-246.05,-246.05,-245.88,-246.16,-246.0,-246.0,-246.0
2,-16.217,-16.429,-16.429,-15.009,-16.145,-16.798,-16.921,-16.526,-16.165,-16.246,-16.543,-16.543,-16.692,-16.207,-16.38,-16.38,-16.158,-16.335,-16.386,-16.573,-16.573,-16.436,-16.298,-16.319,-16.331,-16.408,-16.486,-16.328,-16.328,-16.364,-16.43,-16.373,-16.488,-16.462,-16.462,-16.462,-16.329,-16.329,-16.392,-16.392,-16.415,-16.415,-16.415,-16.426,-16.403,-16.484,-16.484,-16.484
3,-0.27488,-0.40922,-0.40922,-0.54374,-0.67973,-0.35778,-0.42336,-0.41714,-0.401,-0.43418,-0.38986,-0.38986,-0.42695,-0.41255,-0.44142,-0.44142,-0.44873,-0.43577,-0.44132,-0.41137,-0.41137,-0.41012,-0.42122,-0.42295,-0.41508,-0.4218,-0.41991,-0.42536,-0.42536,-0.41982,-0.43961,-0.43701,-0.42421,-0.4227,-0.4227,-0.4227,-0.42658,-0.42658,-0.42647,-0.42647,-0.41523,-0.41523,-0.41523,-0.41749,-0.41935,-0.42232,-0.42232,-0.42232
4,-0.0037583,-0.0033057,-0.0033057,-0.0059798,-0.0066855,-0.0023511,-0.0033956,-0.0036177,-0.0033975,-0.0038645,-0.0031048,-0.0031048,-0.0036683,-0.0035878,-0.0040059,-0.0040059,-0.0039754,-0.0039745,-0.0040223,-0.0035457,-0.0035457,-0.0035411,-0.0035922,-0.003765,-0.0035017,-0.0036324,-0.0035696,-0.0037385,-0.0037385,-0.0035221,-0.0038106,-0.0039061,-0.0036634,-0.0036067,-0.0036067,-0.0036067,-0.0036726,-0.0036726,-0.0037511,-0.0037511,-0.0035428,-0.0035428,-0.0035428,-0.003591,-0.0035813,-0.0036087,-0.0036087,-0.0036087
5,0.68047,0.69109,0.69109,0.72268,0.70856,0.69729,0.69371,0.70022,0.69978,0.70597,0.70476,0.70476,0.7047,0.7029,0.70303,0.70303,0.70405,0.70371,0.70351,0.70329,0.70329,0.70345,0.70351,0.70347,0.70348,0.70355,0.70346,0.70345,0.70345,0.70348,0.70349,0.70351,0.70345,0.70349,0.70349,0.70349,0.70347,0.70347,0.70348,0.70348,0.70348,0.70348,0.70348,0.70349,0.70348,0.70348,0.70348,0.70348
6,0.15683,0.18454,0.18454,0.19697,0.1828,0.17965,0.17926,0.18504,0.18681,0.18676,0.18506,0.18506,0.18435,0.18531,0.18627,0.18627,0.18559,0.18489,0.18496,0.18527,0.18527,0.18536,0.18537,0.18513,0.18516,0.18512,0.18517,0.18521,0.18521,0.18518,0.18514,0.18514,0.18511,0.18519,0.18519,0.18519,0.18516,0.18516,0.18519,0.18519,0.1852,0.1852,0.1852,0.18516,0.18523,0.18517,0.18517,0.18517
7,-0.0067064,-0.0048567,-0.0048567,-0.006136,-0.0073047,-0.0062365,-0.0062409,-0.0063367,-0.0064925,-0.0070664,-0.0066958,-0.0066958,-0.0067042,-0.0064634,-0.0068232,-0.0068232,-0.0069159,-0.0068372,-0.0066669,-0.0066777,-0.0066777,-0.0068008,-0.0067907,-0.0067783,-0.0068419,-0.0067692,-0.0067951,-0.0068327,-0.0068327,-0.0067918,-0.0067916,-0.0068048,-0.0067821,-0.0067803,-0.0067803,-0.0067803,-0.00682,-0.00682,-0.0067986,-0.0067986,-0.0068014,-0.0068014,-0.0068014,-0.0068072,-0.0067899,-0.0068129,-0.0068129,-0.0068129
8,0.00248,0.0014081,0.0014081,0.0028433,0.0035326,0.0018693,0.0027247,0.0027585,0.0030139,0.0034454,0.0030747,0.0030747,0.0030907,0.0027949,0.0031482,0.0031482,0.0033971,0.0032069,0.0029511,0.0030333,0.0030333,0.0031011,0.0030676,0.0031414,0.0031736,0.0031155,0.0031764,0.0031603,0.0031603,0.0031588,0.0031914,0.003164,0.0032094,0.0031386,0.0031386,0.0031386,0.0031874,0.0031874,0.0031424,0.0031424,0.0031457,0.0031457,0.0031457,0.0031788,0.0031025,0.0031743,0.0031743,0.0031743
9,0.00026991,6.7263e-05,6.7263e-05,-5.2871e-06,-1.7895e-05,7.0772e-05,1.9851e-06,4.4864e-06,1.1871e-05,-1.2257e-06,2.3355e-05,2.3355e-05,2.3824e-06,-1.7145e-06,-4.6253e-06,-4.6253e-06,-6.6334e-06,-6.4728e-06,-1.3909e-06,-3.6711e-06,-3.6711e-06,-3.146e-06,4.3663e-06,3.3987e-07,4.1289e-07,-2.5603e-06,2.8293e-06,-5.4752e-07,-5.4752e-07,6.0762e-07,-1.1008e-06,-3.7572e-06,-3.6345e-06,-8.6332e-07,-8.6332e-07,-8.6332e-07,-2.0239e-06,-2.0239e-06,5.818e-07,5.818e-07,-4.744e-07,-4.744e-07,-4.744e-07,-1.9076e-06,-8.7975e-07,-2.886e-07,-2.886e-07,-2.886e-07
