,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,770.76,781.64,781.64,770.16,787.09,775.49,762.22,781.85,776.65,777.94,778.4,779.33,778.74,778.63,775.27,780.69,777.4,777.56,777.22,776.13,777.17,776.93,777.67,776.89,777.52,777.24,777.46,777.1,778.75,776.7,777.4,776.41,776.68,776.37,776.92,775.64,776.45,776.66,777.63,776.84,775.83,775.83,776.3,776.59,777.62,777.15,777.21,776.7
1,-769.52,-781.17,-781.17,-767.01,-784.44,-770.75,-761.43,-778.09,-774.24,-775.09,-774.68,-776.49,-775.46,-776.4,-772.53,-776.41,-773.98,-773.2,-774.17,-772.24,-774.11,-773.94,-774.41,-773.61,-774.41,-774.13,-774.7,-773.85,-775.47,-773.03,-774.0,-773.42,-773.28,-773.09,-773.5,-772.05,-773.16,-773.79,-774.23,-773.61,-772.73,-772.73,-773.18,-773.53,-774.13,-773.93,-774.03,-773.59
2,-82.371,-81.784,-81.784,-83.939,-83.454,-84.809,-82.168,-84.283,-83.371,-83.617,-84.341,-83.546,-83.975,-83.226,-83.443,-84.643,-84.035,-84.707,-83.771,-84.401,-83.749,-83.728,-83.902,-83.967,-83.768,-83.82,-83.549,-83.897,-83.979,-84.209,-84.002,-83.701,-84.031,-83.939,-84.024,-84.148,-83.95,-83.633,-84.018,-83.88,-83.803,-83.803,-83.804,-83.766,-84.074,-83.879,-83.852,-83.803
3,-11.343,-11.055,-11.055,-11.696,-11.625,-12.225,-11.1,-11.796,-11.475,-11.624,-11.76,-11.692,-11.701,-11.426,-11.67,-11.992,-11.772,-11.996,-11.679,-11.87,-11.697,-11.655,-11.739,-11.706,-11.729,-11.679,-11.61,-11.734,-11.697,-11.838,-11.783,-11.686,-11.753,-11.728,-11.769,-11.823,-11.728,-11.641,-11.767,-11.738,-11.698,-11.698,-11.708,-11.685,-11.796,-11.734,-11.718,-11.698
4,-0.91018,-0.84397,-0.84397,-0.85048,-0.93849,-0.99423,-0.85935,-0.97834,-0.90711,-0.9401,-0.9368,-0.93089,-0.93634,-0.90736,-0.95306,-0.9671,-0.94245,-0.97669,-0.91915,-0.94455,-0.93972,-0.92442,-0.93689,-0.93381,-0.93329,-0.93316,-0.92402,-0.93526,-0.92954,-0.94469,-0.94177,-0.92836,-0.93456,-0.93617,-0.94058,-0.94453,-0.9325,-0.92472,-0.93525,-0.93547,-0.93114,-0.93114,-0.93215,-0.93084,-0.93991,-0.93393,-0.93355,-0.93009
5,2.3753,2.4831,2.4831,2.4861,2.4932,2.472,2.4775,2.4729,2.4822,2.4774,2.476,2.4747,2.4746,2.4722,2.4744,2.4695,2.4722,2.4727,2.4739,2.4721,2.4736,2.4736,2.4731,2.4729,2.4727,2.4725,2.474,2.4726,2.4729,2.4729,2.4728,2.4735,2.473,2.473,2.4726,2.4728,2.4728,2.4731,2.4727,2.4729,2.473,2.473,2.4728,2.4732,2.4728,2.4729,2.4733,2.473
6,0.60735,0.63548,0.63548,0.64838,0.62493,0.63823,0.64157,0.63969,0.64059,0.63992,0.63977,0.63993,0.63155,0.63387,0.63491,0.63737,0.6365,0.63645,0.63772,0.63601,0.6357,0.63495,0.63599,0.63642,0.63584,0.63599,0.63622,0.63615,0.63577,0.63583,0.63548,0.63613,0.63609,0.63597,0.63588,0.63593,0.63604,0.63608,0.63618,0.63607,0.63618,0.63618,0.63609,0.63605,0.63604,0.63605,0.63605,0.63596
7,-0.042935,-0.043418,-0.043418,-0.052164,-0.042608,-0.042581,-0.043103,-0.043191,-0.042784,-0.046075,-0.042214,-0.04103,-0.038644,-0.043735,-0.040171,-0.043846,-0.040708,-0.04298,-0.041629,-0.040751,-0.040355,-0.040249,-0.040791,-0.040885,-0.040955,-0.041208,-0.039686,-0.041029,-0.04111,-0.040301,-0.04057,-0.040984,-0.040789,-0.040583,-0.040999,-0.040991,-0.040808,-0.040461,-0.040824,-0.04081,-0.040867,-0.040867,-0.041217,-0.040736,-0.041198,-0.040715,-0.040644,-0.040597
8,0.00076981,-0.0057212,-0.0057212,0.008191,0.0012664,-0.016165,-0.0078289,-0.018063,-0.0082564,-0.0017144,-0.022207,-0.020314,-0.031604,-0.0073352,-0.024595,-0.009475,-0.026026,-0.010034,-0.02313,-0.026281,-0.025899,-0.03144,-0.027711,-0.027982,-0.027113,-0.027898,-0.01676,-0.027143,-0.027267,-0.028832,-0.026757,-0.026548,-0.02724,-0.027254,-0.028753,-0.027624,-0.026748,-0.028272,-0.026571,-0.028177,-0.028991,-0.028991,-0.026672,-0.028384,-0.027262,-0.027924,-0.028921,-0.029113
9,-0.0032984,0.0033641,0.0033641,-0.0067812,-0.0053509,0.010799,0.0019478,0.014342,0.0028469,0.0024279,0.016966,0.01503,0.024221,0.0045958,0.018111,0.0066818,0.019387,0.0058226,0.017244,0.01937,0.019062,0.025251,0.021587,0.021955,0.020951,0.021972,0.010859,0.020901,0.021767,0.022184,0.020278,0.020408,0.020678,0.020692,0.023033,0.021667,0.020568,0.021776,0.020545,0.021976,0.022926,0.022926,0.020953,0.022098,0.021562,0.021601,0.02267,0.022859
10,0.0050807,0.0022242,0.0022242,0.0076527,0.0053129,0.0046133,0.0067106,0.003248,0.0058745,0.0024244,0.0035133,0.002685,0.0041126,0.0035372,0.0033647,0.0031187,0.0036834,0.003815,0.0038166,0.0039112,0.003765,0.0040386,0.0037251,0.0035595,0.0035099,0.0034958,0.0033588,0.0035699,0.0033575,0.0037322,0.0036072,0.0036107,0.0037409,0.0036519,0.0034997,0.0035445,0.0035135,0.0037204,0.0035371,0.0036027,0.0035905,0.0035905,0.0034913,0.0036371,0.0034494,0.0036587,0.0036369,0.0036627
11,0.00047387,0.00018287,0.00018287,0.0002361,0.0004274,0.00092762,0.00083805,0.0011115,0.0010642,0.0005543,0.0012216,0.0012684,0.0009574,0.00080602,0.0012648,0.00079404,0.0011707,0.00092494,0.0013494,0.0014258,0.0013863,0.00061194,0.0011376,0.0012369,0.0012852,0.0012447,0.00041431,0.0013537,0.0011653,0.0011885,0.0012634,0.001357,0.0013638,0.0013374,0.0010419,0.0012345,0.001255,0.0011579,0.0010847,0.0012694,0.001154,0.001154,0.0012786,0.0012798,0.0012156,0.0011148,0.0011993,0.001112
