,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,1197.1,1196.2,1192.7,1196.2,1196.8,1196.9,1197.4,1194.9,1196.9,1196.0,1193.9,1198.0,1198.0,1198.0,1197.0,1197.0,1196.7,1198.3,1197.4,1195.6,1195.6,1196.1,1197.0,1197.0,1197.9,1196.3,1197.5,1196.6
1,-1171.4,-1170.7,-1167.4,-1171.3,-1172.4,-1171.2,-1171.6,-1169.8,-1172.2,-1170.8,-1168.6,-1172.8,-1172.8,-1172.8,-1171.7,-1171.3,-1171.2,-1173.1,-1171.6,-1170.3,-1170.3,-1170.9,-1171.6,-1171.6,-1172.8,-1171.0,-1172.0,-1171.1
2,-134.91,-134.7,-134.45,-134.23,-133.88,-134.81,-134.89,-134.35,-134.06,-134.49,-134.59,-134.44,-134.44,-134.44,-134.54,-134.82,-134.68,-134.41,-134.92,-134.55,-134.55,-134.4,-134.59,-134.59,-134.45,-134.49,-134.65,-134.66
3,-21.873,-21.883,-21.83,-21.723,-21.673,-21.886,-21.991,-21.798,-21.737,-21.811,-21.848,-21.824,-21.824,-21.824,-21.828,-21.903,-21.848,-21.812,-21.957,-21.865,-21.865,-21.794,-21.863,-21.863,-21.773,-21.828,-21.864,-21.858
4,-2.142,-2.1287,-2.1506,-2.1126,-2.1069,-2.1386,-2.1376,-2.1062,-2.1227,-2.1246,-2.1224,-2.1148,-2.1148,-2.1148,-2.1237,-2.1324,-2.1251,-2.1273,-2.1377,-2.1314,-2.1314,-2.137,-2.1285,-2.1285,-2.1201,-2.1215,-2.128,-2.1325
5,3.4701,3.467,3.4614,3.4701,3.4653,3.4652,3.4629,3.4709,3.4667,3.4649,3.4655,3.466,3.466,3.466,3.4646,3.4673,3.4669,3.467,3.4661,3.467,3.467,3.4645,3.4662,3.4662,3.4668,3.4648,3.4649,3.4661
6,0.86588,0.87977,0.8706,0.87848,0.88093,0.87818,0.87884,0.88164,0.88039,0.87931,0.87928,0.88029,0.88029,0.88029,0.88077,0.87694,0.87954,0.88229,0.87985,0.88063,0.88063,0.87968,0.87812,0.87812,0.88107,0.88131,0.88064,0.88016
7,-0.072922,-0.11151,-0.08532,-0.10404,-0.10763,-0.10437,-0.10964,-0.11022,-0.095805,-0.11242,-0.11284,-0.11278,-0.11278,-0.11278,-0.11246,-0.1111,-0.11394,-0.10939,-0.10549,-0.10746,-0.10746,-0.11154,-0.10978,-0.10978,-0.099232,-0.11207,-0.094847,-0.10442
8,0.0062484,0.030984,0.013047,0.025669,0.02703,0.026542,0.025705,0.030038,-0.016132,0.030984,0.02917,0.028427,0.028427,0.028427,0.02559,0.030926,0.028661,0.018936,0.012358,0.015553,0.015553,0.030016,0.03041,0.03041,-0.0025516,0.023612,-0.020203,0.0094374
9,-0.036354,-0.01432,-0.033361,-0.026079,-0.024119,-0.015712,-0.019028,-0.019016,0.019856,-0.016272,-0.008987,-0.010981,-0.010981,-0.010981,-0.014421,-0.012445,-0.0097748,-0.0016776,0.00087113,-0.0013013,-0.0013013,-0.010595,-0.013458,-0.013458,0.00903,-0.0035524,0.025164,0.00024593
10,0.027775,0.0083182,0.025482,0.018494,0.016567,0.0091622,0.015232,0.01311,0.0033165,0.010473,0.00627,0.0074786,0.0074786,0.0074786,0.014224,0.0070675,0.0075346,0.0040916,0.004917,0.0054574,0.0054574,0.0056329,0.0082152,0.0082152,0.0056751,0.0041466,0.0021085,0.0074285
11,0.0048935,0.0017486,0.0038932,0.0031088,0.0030928,0.001492,0.0010159,0.0021738,0.00082047,0.0019696,0.00075615,0.0014554,0.0014554,0.0014554,0.00068141,0.00073272,0.0012807,0.0011492,0.00070528,0.00062085,0.00062085,0.00061818,0.00053216,0.00053216,0.00015339,0.0011009,0.00046626,-0.00011128
12,-0.00019621,0.00015244,-0.00017686,-1.6533e-05,-4.027e-05,8.9893e-05,0.00013645,6.7969e-05,0.00036436,9.9636e-05,0.00022616,0.00016126,0.00016126,0.00016126,0.00027645,0.00014531,0.00016875,0.00019277,0.0003044,0.00032881,0.00032881,0.00013162,0.0001782,0.0001782,0.00033825,0.00018404,0.00021792,0.00044165
13,4.5532e-05,2.8893e-05,5.3349e-05,6.6381e-05,1.3108e-05,7.6536e-05,1.5911e-05,-6.9336e-07,-6.6149e-06,-4.2642e-06,-9.0698e-07,1.0489e-06,1.0489e-06,1.0489e-06,3.0887e-06,-1.6784e-05,3.9274e-06,-1.1045e-06,-6.6762e-06,-2.4172e-06,-2.4172e-06,-1.4944e-05,-2.1902e-06,-2.1902e-06,3.7707e-06,-9.2886e-06,5.6977e-06,-3.1291e-06
14,5.3811e-05,-5.3018e-06,1.4678e-05,-2.1136e-05,2.4779e-05,-2.6611e-05,2.6043e-05,2.2237e-05,3.0767e-05,2.5144e-05,1.4155e-05,1.7731e-05,1.7731e-05,1.7731e-05,2.0622e-05,5.6457e-05,2.3583e-05,1.2919e-05,1.8216e-05,2.3292e-05,2.3292e-05,6.131e-05,5.991e-05,5.991e-05,1.9421e-05,2.1978e-05,2.7303e-05,2.111e-05
15,0.00015531,3.9788e-05,0.00015641,9.1693e-05,4.0898e-05,8.9286e-05,1.1138e-05,3.4017e-05,1.0013e-05,3.7015e-05,1.6851e-05,1.946e-05,1.946e-05,1.946e-05,1.3132e-05,2.8897e-05,9.5637e-06,2.4324e-05,1.2684e-05,1.3594e-05,1.3594e-05,1.916e-05,1.4059e-05,1.4059e-05,1.8339e-05,2.2481e-05,1.1916e-05,1.5116e-05
16,2.6833e-05,6.7905e-06,2.1138e-05,4.6448e-06,1.725e-05,3.8392e-06,1.4276e-05,1.0175e-05,7.31e-06,1.0344e-05,6.1783e-06,1.0866e-05,1.0866e-05,1.0866e-05,4.4975e-06,3.9253e-06,,8.9054e-06,1.1491e-05,1.08e-05,1.08e-05,2.4913e-06,4.2648e-06,4.2648e-06,6.6137e-06,8.5711e-06,6.4694e-06,9.4312e-06
17,1.4538e-05,,1.1363e-05,1.5989e-06,9.1327e-07,,1.6209e-06,1.8023e-06,,1.6665e-06,,3.676e-06,3.676e-06,3.676e-06,,,,,2.7025e-06,3.9558e-06,3.9558e-06,,,,,,,
18,1.2114e-05,,8.4214e-06,,,,,,,,,,,,,,,,,,,,,,,,,
19,1.0146e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,6.629e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
