,0,1,2,3,4,5,6
0,28.496,27.47,28.746,28.561,28.381,28.544,28.492
1,-54.875,-53.741,-54.791,-54.638,-54.479,-54.651,-54.59
2,-4.262,-4.5753,-4.8371,-4.8132,-4.798,-4.7917,-4.8027
3,-0.033484,-0.038137,-0.041702,-0.041966,-0.040687,-0.040941,-0.041236
4,-1.1874e-05,-1.4568e-05,-1.6016e-05,-1.6276e-05,-1.5438e-05,-1.56e-05,-1.5743e-05
5,3.6754,3.8644,3.9081,3.8907,3.8957,3.8953,3.8963
6,0.098195,0.19117,0.18229,0.1961,0.19032,0.19202,0.19241
7,0.029848,0.035438,0.031414,0.03401,0.032874,0.033518,0.032222
8,4.9068e-05,-0.00037059,0.0014245,0.00042004,0.00079263,0.00049479,0.0013666
9,9.9048e-05,5.3635e-05,0.00024334,0.0002567,0.00016434,0.00021982,0.00019572
10,7.7883e-06,0.00013483,1.103e-05,4.741e-06,5.9149e-05,1.4414e-05,3.3076e-05
11,,3.2934e-06,1.295e-05,,1.2398e-05,7.9493e-06,1.2765e-05
12,,,-1.7672e-06,,-1.2999e-06,,-1.6196e-06
