,0,1,2,3,4
0,51.073,50.196,50.122,50.212,50.379
1,-82.901,-82.371,-82.317,-82.317,-82.472
2,-9.2684,-8.9191,-8.9206,-9.0152,-9.0271
3,-0.15896,-0.1502,-0.15028,-0.15387,-0.15232
4,-0.00029178,-0.00027485,-0.0002767,-0.00028762,-0.00028406
5,5.6028,5.1428,5.1895,5.1973,5.1985
6,0.24374,0.26393,0.26396,0.26044,0.25624
7,0.015009,0.047905,0.038055,0.041685,0.042494
8,0.026672,4.3471e-05,0.0054459,0.001916,0.0011658
9,0.00030382,4.2436e-06,-5.1308e-06,5.7228e-05,5.4442e-05
10,0.00094946,,0.00017521,0.00014295,0.00016769
11,0.00030025,,6.7561e-06,2.6327e-05,3.0217e-05
12,0.00036168,,,4.2537e-06,-8.3958e-08
13,-3.1257e-06,,,,
