,0,1,2,3,4,5,6,7,8,9
0,74.16,73.938,73.779,74.104,73.689,73.807,73.764,73.822,73.843,73.757
1,-124.92,-124.7,-124.51,-124.83,-124.43,-124.56,-124.52,-124.59,-124.59,-124.52
2,-4.0242,-4.0124,-4.018,-4.0427,-4.0353,-4.0311,-4.0297,-4.0207,-4.0323,-4.0189
3,-0.0077398,-0.0076583,-0.0076712,-0.0077651,-0.0077764,-0.0077543,-0.0078041,-0.0077464,-0.0077553,-0.0077072
4,-2.911e-06,-2.8832e-06,-2.9451e-06,-2.9797e-06,-2.9694e-06,-2.9508e-06,-2.976e-06,-2.9542e-06,-2.9541e-06,-2.9365e-06
5,1.9791,1.9715,1.968,1.9768,1.9717,1.9686,1.9711,1.9705,1.9683,1.9697
6,0.79456,0.78698,0.77203,0.76607,0.77508,0.7709,0.76859,0.7718,0.77417,0.77218
7,0.0035018,0.0011081,0.0025468,0.00027965,0.00022671,0.002311,0.0015609,0.00065818,0.0010286,0.0018339
8,0.00051801,0.0025339,0.0011088,0.0035883,0.0034548,0.0013085,0.0021188,0.0031193,0.0026499,0.0017722
9,1.9259e-05,-6.3702e-06,-4.8871e-06,-1.9324e-05,-1.26e-05,1.1852e-06,-5.391e-07,-1.424e-05,-6.4197e-06,-6.2255e-07
10,1.9635e-06,1.5607e-06,,4.9867e-06,3.943e-06,,1.3182e-06,2.8018e-06,2.4414e-06,
