,0,1,2,3,4
0,120.85,120.79,121.05,121.05,121.04
1,-119.81,-119.86,-120.1,-120.08,-120.07
2,-5.1184,-5.0081,-5.0288,-5.0485,-5.0419
3,-0.026993,-0.025901,-0.026129,-0.026259,-0.026221
4,-0.00011432,-0.00010847,-0.00010963,-0.00011043,-0.00011015
5,-0.0034356,-0.0034812,-0.0034648,-0.0034783,-0.0034743
6,-0.0025876,-0.0026261,-0.002616,-0.0026242,-0.0026217
7,1.3129e-05,1.3025e-05,1.3114e-05,1.2898e-05,1.2939e-05
8,-7.1911e-06,-7.2548e-06,-7.2111e-06,-7.2451e-06,-7.2417e-06
