,0,1,2,3
0,146.58,145.39,145.61,145.84
1,-145.77,-144.59,-144.86,-145.05
2,-5.8763,-5.8922,-5.8414,-5.8819
3,-0.041208,-0.041809,-0.041092,-0.041461
4,-0.00027756,-0.00027787,-0.0002735,-0.00027545
5,-0.0043835,-0.0043973,-0.0043695,-0.0043723
6,-0.0032255,-0.0032381,-0.0032191,-0.0032212
7,2.1795e-05,2.2717e-05,2.2648e-05,2.2574e-05
8,-9.2699e-06,-9.2319e-06,-9.2183e-06,-9.2385e-06
