,0,1,2,3,4,5,6
0,163.66,166.22,165.4,165.63,165.96,165.78,165.71
1,-163.54,-165.75,-164.95,-165.17,-165.47,-165.29,-165.24
2,-6.4594,-6.6034,-6.5924,-6.5978,-6.6215,-6.6156,-6.6067
3,-0.054868,-0.055261,-0.054449,-0.054582,-0.054723,-0.054678,-0.054589
4,-0.00043477,-0.00043778,-0.00043452,-0.00043448,-0.00043692,-0.00043613,-0.00043505
5,-0.005224,-0.0051112,-0.0051625,-0.0051579,-0.0051689,-0.0051762,-0.005174
6,-0.0041157,-0.0038554,-0.0038956,-0.00389,-0.0038978,-0.0039024,-0.0039004
7,-6.8331e-06,2.0286e-05,2.1823e-05,2.1974e-05,2.2171e-05,2.2139e-05,2.2244e-05
8,-1.1967e-05,-9.8218e-06,-9.7608e-06,-9.7528e-06,-9.7287e-06,-9.7508e-06,-9.7299e-06
9,2.3401e-06,,,,,,
