,0,1,2,3,4
0,194.8,197.16,196.82,197.24,197.03
1,-194.93,-197.28,-197.0,-197.33,-197.18
2,-7.9398,-7.9409,-7.8984,-7.987,-7.9317
3,-0.083275,-0.083936,-0.082914,-0.083818,-0.08317
4,-0.00075216,-0.00076645,-0.00075958,-0.00076314,-0.00075882
5,-0.0068719,-0.0069562,-0.0069168,-0.0069418,-0.0069323
6,-0.0051899,-0.0052674,-0.0052428,-0.0052595,-0.0052536
7,2.8665e-05,2.8907e-05,2.8558e-05,2.8656e-05,2.8668e-05
8,-1.3051e-05,-1.3114e-05,-1.3147e-05,-1.3132e-05,-1.3109e-05
9,3.2452e-06,3.248e-06,3.2952e-06,3.2949e-06,3.248e-06
