,0,1,2,3,4
0,198.35,196.81,197.2,196.89,196.97
1,-198.35,-196.94,-197.33,-197.06,-197.12
2,-8.1346,-7.9674,-7.9725,-7.9379,-7.9517
3,-0.085237,-0.08342,-0.08373,-0.083003,-0.083614
4,-0.00077203,-0.00076049,-0.00076425,-0.0007594,-0.00076342
5,-0.0067285,-0.0069122,-0.0069209,-0.0069174,-0.0069181
6,-0.0051007,-0.0052364,-0.0052424,-0.0052418,-0.0052425
7,2.5961e-05,2.8112e-05,2.841e-05,2.8344e-05,2.8363e-05
8,-1.2941e-05,-1.3051e-05,-1.3103e-05,-1.3152e-05,-1.3109e-05
9,3.0396e-06,3.2876e-06,3.3144e-06,3.3413e-06,3.3257e-06
