,0,1,2,3,4,5
0,165.65,164.77,165.86,165.5,165.65,165.78
1,-165.11,-164.32,-165.36,-165.0,-165.15,-165.27
2,-6.5888,-6.5372,-6.5938,-6.6006,-6.6011,-6.6124
3,-0.053964,-0.054189,-0.054611,-0.054364,-0.054512,-0.054502
4,-0.00042655,-0.00042907,-0.00043247,-0.00043269,-0.00043355,-0.00043251
5,-0.0053019,-0.0052445,-0.0051787,-0.0051979,-0.0052158,-0.0052164
6,-0.0039993,-0.0039484,-0.0038966,-0.0039106,-0.003925,-0.0039259
7,2.327e-05,2.3454e-05,2.3039e-05,2.2946e-05,2.3233e-05,2.3171e-05
8,-9.7862e-06,-9.5919e-06,-9.5762e-06,-9.5999e-06,-9.6019e-06,-9.6197e-06
