,0,1
0,208.35,208.67
1,-209.02,-209.33
2,-8.4463,-8.4684
3,-0.10279,-0.10214
4,-0.0012098,-0.0011971
5,-0.0078224,-0.0077543
6,-0.0060445,-0.0059933
7,2.4241e-05,2.3593e-05
8,-1.3669e-05,-1.3581e-05
9,3.4829e-06,3.4355e-06
