,0,1,2,3
0,80.723,81.488,81.24,81.136
1,-144.68,-145.37,-145.15,-145.05
2,-4.5243,-4.5974,-4.5658,-4.5634
3,-0.011125,-0.011299,-0.011092,-0.011146
4,-3.2161e-05,-3.2966e-05,-3.2661e-05,-3.2681e-05
5,2.4598,2.4624,2.4626,2.4607
6,0.953,0.95962,0.96582,0.96715
7,-0.017023,-0.007728,-0.0011299,0.00024854
8,0.023544,0.012735,0.0057009,0.0041537
9,-0.00017604,-9.5151e-05,-3.3143e-05,-9.9058e-06
10,2.9609e-05,1.892e-05,8.4979e-06,4.091e-06
11,4.4404e-06,2.2959e-06,,
