,0,1,2,3,4
0,75.155,72.923,74.026,73.491,73.75
1,-125.81,-123.62,-124.75,-124.27,-124.5
2,-4.1405,-4.0716,-4.0529,-4.0012,-4.0326
3,-0.0082704,-0.0078729,-0.0077764,-0.0076455,-0.0077596
4,-0.0027971,-2.9274e-06,-2.9455e-06,-2.9076e-06,-2.9513e-06
5,1.9267,1.9692,1.9796,1.9708,1.9677
6,0.78102,0.79876,0.76912,0.76626,0.77678
7,0.0028319,0.0020675,-0.0032654,0.0029407,0.0012495
8,-0.0019077,0.0015002,0.0073812,0.00083546,0.0024313
9,0.0028871,2.5382e-06,-6.3163e-05,1.3168e-06,-6.3671e-06
10,5.4023e-07,,1.5086e-05,,2.7504e-06
11,,,-1.1095e-06,,
