,0,1,2,3,4,5,6
0,63.323,62.324,63.029,62.833,63.431,63.322,63.129
1,-100.87,-100.11,-100.82,-100.6,-101.17,-101.06,-100.87
2,-3.4645,-3.307,-3.296,-3.321,-3.3468,-3.3548,-3.3496
3,-0.0052607,-0.0049826,-0.0047846,-0.004866,-0.0048746,-0.004913,-0.0049356
4,-1.1615e-06,-1.1109e-06,-1.0591e-06,-1.0891e-06,-1.0851e-06,-1.099e-06,-1.106e-06
5,1.5226,1.4726,1.482,1.4804,1.4791,1.4783,1.4783
6,0.62233,0.57342,0.58063,0.57791,0.57765,0.57827,0.57818
7,0.0031548,0.0037433,0.0018437,0.00017652,0.0010641,0.0012502,0.0014073
8,0.00041259,4.5751e-05,0.0013213,0.0029903,0.0020308,0.0018332,0.0016488
9,-2.1171e-06,1.1278e-05,-4.5518e-06,-8.7094e-06,-3.3421e-06,-1.9319e-06,-4.2032e-06
10,,1.8998e-06,,8.5076e-07,,,
