,0,1,2,3,4
0,374.62,372.02,372.64,372.49,372.49
1,-371.87,-368.9,-369.62,-369.47,-369.49
2,-24.222,-24.587,-24.477,-24.491,-24.465
3,-0.25134,-0.25534,-0.25424,-0.25406,-0.25389
4,-0.00052581,-0.00052888,-0.00052746,-0.00052799,-0.00052784
5,0.94887,0.97179,0.97425,0.97392,0.97386
6,0.020343,0.02015,0.020186,0.020031,0.02004
7,0.0094833,0.009669,0.0096797,0.0096643,0.0096686
8,-0.00010439,-0.00010795,-0.00010622,-0.00010627,-0.00010642
9,6.8179e-06,2.5721e-06,1.6591e-06,7.9381e-06,1.2541e-05
10,,,,,1.5338e-06
