,0,1
0,699.94,697.32
1,-710.17,-707.47
2,-32.449,-32.573
3,-0.68606,-0.68978
4,-0.020368,-0.021639
5,1.9061,1.9475
6,0.03233,0.032882
7,0.019135,0.019351
8,-0.00021133,-7.894e-05
9,0.00016659,5.3294e-05
10,3.0239e-06,1.6462e-05
11,2.6528e-05,6.0223e-06
12,2.6024e-06,
