"x","y"
0.315743692594438,-0.992196981248618
0.33629718666358,-1.01053503596478
0.356850680732721,-1.0288420371498
0.377404174801863,-1.04711968012777
0.397957668871005,-1.06536966022282
0.418511162940146,-1.08359367275906
0.439064657009288,-1.1017934130606
0.459618151078429,-1.11997057645157
0.480171645147571,-1.13812685825608
0.500725139216712,-1.15626395379823
0.521278633285854,-1.17438355840216
0.541832127354996,-1.19248736739197
0.562385621424137,-1.21057707609178
0.582939115493279,-1.22865437982571
0.60349260956242,-1.24672097391786
0.624046103631562,-1.26477855369237
0.644599597700703,-1.28282881447333
0.665153091769845,-1.30087345158487
0.685706585838987,-1.3189141603511
0.706260079908128,-1.33695263609614
0.72681357397727,-1.3549905741441
0.747367068046411,-1.3730296698191
0.767920562115553,-1.39107161844525
0.788474056184694,-1.40911811534668
0.809027550253836,-1.42717085584748
0.829581044322978,-1.44523153527179
0.850134538392119,-1.46330184894372
0.870688032461261,-1.48138349218737
0.891241526530402,-1.49947816032687
0.911795020599544,-1.51758754868634
0.932348514668685,-1.53571335258988
0.952902008737827,-1.55385726736161
0.973455502806968,-1.57202098832566
0.99400899687611,-1.59020621080612
1.01456249094525,-1.60841463012713
1.03511598501439,-1.62664794161279
1.05566947908353,-1.64490784058722
1.07622297315268,-1.66319602237453
1.09677646722182,-1.68151418229885
1.11732996129096,-1.69986401568429
1.1378834553601,-1.71824721785495
1.15843694942924,-1.73666548413496
1.17899044349838,-1.75512050984844
1.19954393756753,-1.77361399031949
1.22009743163667,-1.79214762087224
1.24065092570581,-1.8107230968308
1.26120441977495,-1.82934211351928
1.28175791384409,-1.8480063662618
1.30231140791323,-1.86671755038248
1.32286490198238,-1.88547736120543
1.34341839605152,-1.90428749405476
1.36397189012066,-1.92314950782754
1.3845253841898,-1.94197161432005
1.40507887825894,-1.96068469142279
1.42563237232808,-1.97930412245622
1.44618586639722,-1.99784529074081
1.46673936046637,-2.01632357959702
1.48729285453551,-2.03475437234532
1.50784634860465,-2.05315305230617
1.52839984267379,-2.07153500280003
1.54895333674293,-2.08991560714736
1.56950683081207,-2.10831024866863
1.59006032488122,-2.12673431068431
1.61061381895036,-2.14520317651485
1.6311673130195,-2.16373222948072
1.65172080708864,-2.18233685290238
1.67227430115778,-2.2010324301003
1.69282779522692,-2.21983434439494
1.71338128929607,-2.23875797910677
1.73393478336521,-2.25781871755624
1.75448827743435,-2.27710702429566
1.77504177150349,-2.29674543843088
1.79559526557263,-2.31665348927282
1.81614875964177,-2.3367444794196
1.83670225371091,-2.35693171146934
1.85725574778006,-2.37712848802016
1.8778092418492,-2.3972481116702
1.89836273591834,-2.41720388501755
1.91891622998748,-2.43690911066036
1.93946972405662,-2.45627709119674
1.96002321812576,-2.47522112922481
1.98057671219491,-2.4936545273427
2.00113020626405,-2.51151891338028
2.02168370033319,-2.52950517548756
2.04223719440233,-2.54785796951708
2.06279068847147,-2.56646455872043
2.08334418254061,-2.5852122063492
2.10389767660975,-2.60398817565497
2.1244511706789,-2.62267972988933
2.14500466474804,-2.64117413230388
2.16555815881718,-2.65935864615019
2.18611165288632,-2.67712053467986
2.20666514695546,-2.69434706114447
2.2272186410246,-2.71094099630928
2.24777213509375,-2.72752831979501
2.26832562916289,-2.74441774965246
2.28887912323203,-2.7615181575756
2.30943261730117,-2.77873841525836
2.32998611137031,-2.79598739439469
2.35053960543945,-2.81317396667853
2.3710930995086,-2.83020700380383
2.39164659357774,-2.84699537746452
2.41220008764688,-2.86344806162626
2.43275358171602,-2.8795930046026
2.45330707578516,-2.89560078407597
2.4738605698543,-2.91161026333244
2.49441406392344,-2.92776030565809
2.51496755799259,-2.94418977433898
2.53552105206173,-2.96103753266119
2.55607454613087,-2.97844244391079
2.57662804020001,-2.99652280443137
2.59718153426915,-3.01466313914232
2.61773502833829,-3.03266899818678
2.63828852240744,-3.05074340882363
2.65884201647658,-3.06908939831175
2.67939551054572,-3.08790999391001
2.69994900461486,-3.10740822287729
2.720502498684,-3.12778711247246
2.74105599275314,-3.14845124041223
2.76160948682228,-3.16875095506329
2.78216298089143,-3.18882748415864
2.80271647496057,-3.20882206888416
2.82326996902971,-3.22887595042572
2.84382346309885,-3.24913036996919
2.86437695716799,-3.26972552303641
2.88493045123713,-3.28969589721067
2.90548394530628,-3.30849164167403
2.92603743937542,-3.32667747448577
