"x","y"
-0.571330186235288,-1.11065850222973
-0.54996299713268,-1.13005301039662
-0.528595808030072,-1.14937040285142
-0.507228618927465,-1.16861550719876
-0.485861429824857,-1.18779315104326
-0.46449424072225,-1.20690816198953
-0.443127051619642,-1.2259653676422
-0.421759862517035,-1.24496959560589
-0.400392673414427,-1.26392567348521
-0.379025484311819,-1.2828384288848
-0.357658295209212,-1.30171268940926
-0.336291106106604,-1.32055328266323
-0.314923917003997,-1.33936503625131
-0.293556727901389,-1.35815277777814
-0.272189538798781,-1.37692133484833
-0.250822349696174,-1.3956755350665
-0.229455160593566,-1.41442020603727
-0.208087971490959,-1.43316017536527
-0.186720782388351,-1.4519002706551
-0.165353593285744,-1.47064531951141
-0.143986404183136,-1.48940014953879
-0.122619215080528,-1.50816958834188
-0.101252025977921,-1.5269584635253
-0.0798848368753131,-1.54577160269366
-0.0585176477727055,-1.56461383345159
-0.0371504586700979,-1.5834899834037
-0.0157832695674903,-1.60240488015463
0.00558391953511717,-1.62136335130898
0.0269511086377248,-1.64037022447137
0.0483182977403324,-1.65943032724644
0.06968548684294,-1.67854848723879
0.0910526759455476,-1.69772953205306
0.112419865048155,-1.71697828929385
0.133787054150763,-1.7362995865658
0.15515424325337,-1.75569825147351
0.176521432355978,-1.77517911162162
0.197888621458586,-1.79474699461474
0.219255810561193,-1.81440672805749
0.240622999663801,-1.83416313955449
0.261990188766408,-1.85402105671037
0.283357377869016,-1.87398530712974
0.304724566971623,-1.89406071841722
0.326091756074231,-1.91425211817744
0.347458945176839,-1.93456433401502
0.368826134279446,-1.95500219353457
0.390193323382054,-1.97556162724748
0.411560512484661,-1.99590815468999
0.432927701587269,-2.01591271575755
0.454294890689877,-2.03563434620695
0.475662079792484,-2.05513208179501
0.497029268895092,-2.0744649582785
0.518396457997699,-2.09369201141423
0.539763647100307,-2.11287227695899
0.561130836202914,-2.13206479066958
0.582498025305522,-2.1513285883028
0.60386521440813,-2.17072270561543
0.625232403510737,-2.19030617836429
0.646599592613345,-2.21013804230616
0.667966781715952,-2.23027733319785
0.68933397081856,-2.25078308679614
0.710701159921168,-2.27171433885783
0.732068349023775,-2.29313012513972
0.753435538126383,-2.31500197421486
0.77480272722899,-2.33695259649407
0.796169916331598,-2.35892691125664
0.817537105434205,-2.38092007899721
0.838904294536813,-2.40292726021044
0.860271483639421,-2.42494361539098
0.881638672742028,-2.44696430503349
0.903005861844636,-2.46898448963263
0.924373050947244,-2.49099932968306
0.945740240049851,-2.51300398567942
0.967107429152459,-2.53499361811638
0.988474618255066,-2.55696338748858
1.00984180735767,-2.57888138505406
1.03120899646028,-2.60065137537924
1.05257618556289,-2.6222877951224
1.0739433746655,-2.64381624333567
1.0953105637681,-2.6652623190712
1.11667775287071,-2.68665162138113
1.13804494197332,-2.70800974931761
1.15941213107593,-2.72936230193278
1.18077932017853,-2.75073487827878
1.20214650928114,-2.77215307740776
1.22351369838375,-2.79359014583389
1.24488088748636,-2.81493004516392
1.26624807658896,-2.83614448572782
1.28761526569157,-2.85720888306959
1.30898245479418,-2.87809865273324
1.33034964389679,-2.89878921026278
1.3517168329994,-2.91925597120223
1.373084022102,-2.93947435109558
1.39445121120461,-2.95963690660876
1.41581840030722,-2.98007886876411
1.43718558940983,-3.00057475320364
1.45855277851243,-3.02088048226533
1.47991996761504,-3.04075197828718
1.50128715671765,-3.05994516360719
1.52265434582026,-3.07821596056334
1.54402153492286,-3.09535955385086
1.56538872402547,-3.11234132605318
1.58675591312808,-3.12947675131271
1.60812310223069,-3.14650594319365
1.62949029133329,-3.16316901526019
1.6508574804359,-3.17920608107652
1.67222466953851,-3.19435725420683
1.69359185864112,-3.20859938303325
1.71495904774372,-3.22298112782559
1.73632623684633,-3.23749530041348
1.75769342594894,-3.2519441334007
1.77906061505155,-3.26612985939105
1.80042780415415,-3.27985471098834
1.82179499325676,-3.29298393531366
1.84316218235937,-3.30616690585536
1.86452937146198,-3.31956670318256
1.88589656056458,-3.33310745257905
1.90726374966719,-3.34671327932865
1.9286309387698,-3.36030830871516
1.94999812787241,-3.37382961623897
1.97136531697502,-3.38759018103433
1.99273250607762,-3.40169452523457
2.01409969518023,-3.41606485479279
2.03546688428284,-3.4306233756621
2.05683407338545,-3.44529229379559
2.07820126248805,-3.46008527561913
