"x","y"
0.0968951463272226,0.00326915632935559
86.4790282926369,0.00182193058086044
172.861161438947,0.000513035004670235
259.243294585256,0.000173127873809184
345.625427731566,0.000110532738470898
432.007560877876,8.81600338809668e-05
518.389694024185,7.22844330858716e-05
604.771827170495,6.36860448191749e-05
691.153960316805,5.56158146948522e-05
777.536093463114,5.14559863194257e-05
863.918226609424,4.66650616302202e-05
950.300359755733,4.30193799616547e-05
1036.68249290204,4.07540906398379e-05
1123.06462604835,3.84816642408564e-05
1209.44675919466,3.57959936117129e-05
1295.82889234097,3.40800395622012e-05
1382.21102548728,3.29542229226988e-05
1468.59315863359,3.1953279542813e-05
1554.9752917799,3.06119452721512e-05
1641.35742492621,2.91666164251401e-05
1727.73955807252,2.8105584901594e-05
1814.12169121883,2.73201915440418e-05
1900.50382436514,2.67017577130934e-05
1986.88595751145,2.61416047693587e-05
2073.26809065776,2.55310540734475e-05
2159.65022380407,2.47614269859697e-05
2246.03235695038,2.3874557102746e-05
2332.41449009669,2.31186284945229e-05
2418.796623243,2.24805892045131e-05
2505.17875638931,2.19386112101059e-05
2591.56088953562,2.14708664886908e-05
2677.94302268193,2.10555270176574e-05
2764.32515582824,2.06707647743949e-05
2850.70728897455,2.0294751736293e-05
2937.08942212086,1.9905659880741e-05
3023.47155526717,1.94816611851283e-05
3109.85368841348,1.90009276268446e-05
3196.23582155978,1.84421620988473e-05
3282.61795470609,1.7852874491e-05
3369.0000878524,1.72749249958059e-05
3455.38222099871,1.6708209575637e-05
3541.76435414502,1.61526241928652e-05
3628.14648729133,1.56080648098626e-05
3714.52862043764,1.50744273890011e-05
3800.91075358395,1.45516078926527e-05
3887.29288673026,1.40395022831894e-05
3973.67501987657,1.35380065229833e-05
4060.05715302288,1.30470165744062e-05
4146.43928616919,1.25664283998302e-05
4232.8214193155,1.20961379616273e-05
4319.20355246181,1.16360412221694e-05
4405.58568560812,1.11860341438286e-05
4491.96781875443,1.07460126889769e-05
4578.34995190074,1.03158728199861e-05
4664.73208504705,9.8955104992284e-06
4751.11421819336,9.48482168907569e-06
4837.49635133967,9.08370235189997e-06
4923.87848448598,8.69204845007324e-06
5010.26061763229,8.30975594596749e-06
5096.6427507786,7.9367208019547e-06
5183.02488392491,7.57283898040687e-06
5269.40701707122,7.21800644369598e-06
5355.78915021753,6.87211915419402e-06
5442.17128336384,6.53507307427299e-06
5528.55341651015,6.20676416630487e-06
5614.93554965645,5.88708839266165e-06
5701.31768280276,5.57594171571532e-06
5787.69981594907,5.27322009783787e-06
5874.08194909538,4.9788195014013e-06
5960.46408224169,4.69263588877758e-06
6046.846215388,4.41456522233871e-06
6133.22834853431,4.14450346445667e-06
6219.61048168062,3.88234657750347e-06
6305.99261482693,3.62799052385108e-06
6392.37474797324,3.3813312658715e-06
6478.75688111955,3.14226476593671e-06
6565.13901426586,2.9106869864187e-06
6651.52114741217,2.68649388968947e-06
6737.90328055848,2.46958143812101e-06
6824.28541370479,2.2598455940853e-06
6910.6675468511,2.05718231995433e-06
6997.04967999741,1.86148757810009e-06
7083.43181314372,1.67265733089457e-06
7169.81394629003,1.49058754070977e-06
7256.19607943634,1.31517416991766e-06
7342.57821258265,1.14631318089024e-06
7428.96034572896,9.83900535999497e-07
7515.34247887527,8.27832197617432e-07
7601.72461202158,6.78004128116019e-07
7688.10674516789,5.3431228986725e-07
7774.4888783142,3.96652645243117e-07
7860.87101146051,2.64921156615617e-07
7947.25314460682,1.39013786356727e-07
8033.63527775313,1.88264968384357e-08
8120.01741089944,-9.57447495672531e-08
8206.39954404574,-2.04803990488358e-07
8292.78167719205,-3.08455263552898e-07
8379.16381033836,-4.06802606388871e-07
8465.54594348467,-4.99950056624297e-07
8551.92807663098,-5.88001651887179e-07
8638.31020977729,-6.71061429805528e-07
8724.6923429236,-7.49233428007363e-07
8811.07447606991,-8.22621684120687e-07
8897.45660921622,-8.91330235773511e-07
8983.83874236253,-9.55463120593849e-07
9070.22087550884,-1.01512437620971e-06
9156.60300865515,-1.0704180402491e-06
9242.98514180146,-1.12144815034004e-06
9329.36727494777,-1.16831874411054e-06
9415.74940809408,-1.2111338591886e-06
9502.13154124039,-1.24999753320223e-06
9588.5136743867,-1.28501380377945e-06
9674.89580753301,-1.31628670854827e-06
9761.27794067932,-1.3439202851367e-06
9847.66007382563,-1.36801857117274e-06
9934.04220697194,-1.38868560428442e-06
10020.4243401182,-1.40602542209973e-06
10106.8064732646,-1.4201420622467e-06
10193.1886064109,-1.43113956235332e-06
10279.5707395572,-1.43912196004762e-06
10365.9528727035,-1.4441932929576e-06
10452.3350058498,-1.44645759871127e-06
10538.7171389961,-1.44601891493665e-06
10625.0992721424,-1.44298127926173e-06
10711.4814052887,-1.43744872931455e-06
10797.863538435,-1.4295253027231e-06
10884.2456715813,-1.41931503711539e-06
10970.6278047277,-1.40692197011945e-06
11057.009937874,-1.39245013936326e-06
11143.3920710203,-1.37600358247486e-06
11229.7742041666,-1.35768633708224e-06
11316.1563373129,-1.33760244081343e-06
11402.5384704592,-1.31585593129642e-06
11488.9206036055,-1.29255084615923e-06
11575.3027367518,-1.26779122302988e-06
11661.6848698981,-1.24168109953636e-06
11748.0670030444,-1.2143245133067e-06
11834.4491361907,-1.1858255019689e-06
11920.8312693371,-1.15628810315097e-06
12007.2134024834,-1.12581635448093e-06
12093.5955356297,-1.09451429358678e-06
