,0,1,2
0,21.291,21.215,21.23
1,-42.6,-42.535,-42.566
2,-1.2342,-1.2628,-1.2604
3,-0.0052635,-0.0053599,-0.0053793
4,-4.0053e-05,-4.0448e-05,-4.0642e-05
5,0.077157,0.077687,0.077836
6,0.057013,0.05713,0.057142
7,-5.5286e-05,-5.3285e-05,-5.2377e-05
8,-1.4774e-06,-1.4974e-06,-1.4461e-06
