,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,30.379,30.379,30.261,26.688,26.688,28.699,28.413,28.645,27.397,28.005,27.337,27.337,28.645,27.714,27.714,28.433,28.097,28.097,27.985,27.985,27.91,27.91,27.909,28.139,28.139,27.9,27.851,27.884,28.083,28.083,28.147,28.138,27.964,27.835,27.835,28.007,27.931,27.931,28.06,28.06,28.06,27.908,28.06,28.06,28.06,27.983,27.983,27.929,27.948,27.948,27.948,27.961,28.001,28.001,28.001,27.995,27.995,27.995
1,-45.109,-45.109,-46.045,-43.025,-43.025,-44.798,-44.571,-44.828,-43.665,-44.242,-43.613,-43.613,-44.845,-44.006,-44.006,-44.641,-44.336,-44.336,-44.237,-44.237,-44.166,-44.166,-44.163,-44.369,-44.369,-44.145,-44.106,-44.143,-44.309,-44.309,-44.387,-44.378,-44.202,-44.083,-44.083,-44.243,-44.174,-44.174,-44.296,-44.296,-44.296,-44.15,-44.296,-44.296,-44.296,-44.227,-44.227,-44.181,-44.192,-44.192,-44.192,-44.201,-44.247,-44.247,-44.247,-44.237,-44.237,-44.237
2,-1.6678,-1.6678,-1.6717,-1.3924,-1.3924,-1.5859,-1.5719,-1.5457,-1.4501,-1.5039,-1.468,-1.468,-1.5426,-1.4513,-1.4513,-1.5336,-1.5036,-1.5036,-1.4907,-1.4907,-1.487,-1.487,-1.4887,-1.5128,-1.5128,-1.498,-1.4882,-1.4848,-1.5176,-1.5176,-1.5031,-1.5031,-1.5052,-1.4953,-1.4953,-1.5061,-1.4998,-1.4998,-1.5069,-1.5069,-1.5069,-1.5009,-1.5066,-1.5066,-1.5066,-1.4985,-1.4985,-1.4918,-1.4989,-1.4989,-1.4989,-1.5027,-1.4969,-1.4969,-1.4969,-1.5016,-1.5016,-1.5016
3,-0.0063948,-0.0063948,-0.0061129,-0.0049731,-0.0049731,-0.0056294,-0.0057138,-0.0055901,-0.00509,-0.0054167,-0.0052309,-0.0052309,-0.0055898,-0.005129,-0.005129,-0.005516,-0.0053755,-0.0053755,-0.005296,-0.005296,-0.0053034,-0.0053034,-0.005317,-0.0054443,-0.0054443,-0.0053409,-0.0053088,-0.0052741,-0.005425,-0.005425,-0.0053586,-0.0053576,-0.0053723,-0.0053151,-0.0053151,-0.0054059,-0.0053485,-0.0053485,-0.0053954,-0.0053954,-0.0053954,-0.005367,-0.0053785,-0.0053785,-0.0053785,-0.0053475,-0.0053475,-0.0053205,-0.0053581,-0.0053581,-0.0053581,-0.0053711,-0.0053521,-0.0053521,-0.0053521,-0.0053637,-0.0053637,-0.0053637
4,-2.2254e-05,-2.2254e-05,-1.9683e-05,-1.7271e-05,-1.7271e-05,-1.9196e-05,-1.8664e-05,-1.8488e-05,-1.6905e-05,-1.7991e-05,-1.7429e-05,-1.7428e-05,-1.8711e-05,-1.7115e-05,-1.7115e-05,-1.8724e-05,-1.8246e-05,-1.8246e-05,-1.7948e-05,-1.7948e-05,-1.7693e-05,-1.7693e-05,-1.7975e-05,-1.8398e-05,-1.8398e-05,-1.8032e-05,-1.7947e-05,-1.7784e-05,-1.8234e-05,-1.8234e-05,-1.816e-05,-1.8135e-05,-1.811e-05,-1.795e-05,-1.795e-05,-1.8283e-05,-1.8087e-05,-1.8087e-05,-1.8241e-05,-1.8241e-05,-1.8241e-05,-1.8081e-05,-1.8152e-05,-1.8152e-05,-1.8152e-05,-1.8069e-05,-1.8069e-05,-1.7935e-05,-1.811e-05,-1.8109e-05,-1.8109e-05,-1.8088e-05,-1.8072e-05,-1.8072e-05,-1.8072e-05,-1.8098e-05,-1.8098e-05,-1.8098e-05
5,0.038206,0.038206,0.015582,0.012281,0.012281,0.012088,0.011587,0.01135,0.011506,0.011205,0.011073,0.011073,0.011026,0.011108,0.011108,0.01107,0.011057,0.011057,0.011054,0.011054,0.01109,0.01109,0.011079,0.011088,0.011088,0.011063,0.011057,0.011068,0.011071,0.011071,0.011086,0.011085,0.01108,0.011085,0.011085,0.011082,0.011084,0.011084,0.011084,0.011084,0.011084,0.011083,0.011085,0.011085,0.011085,0.011082,0.011082,0.011086,0.011085,0.011085,0.011085,0.011084,0.011082,0.011082,0.011082,0.011084,0.011084,0.011084
6,0.022082,0.022082,0.017191,0.015027,0.015027,0.015175,0.014884,0.014705,0.01477,0.014626,0.014493,0.014493,0.014462,0.014544,0.014544,0.014497,0.014494,0.014494,0.014491,0.014491,0.014526,0.014526,0.014524,0.014524,0.014524,0.014508,0.014503,0.014512,0.014517,0.014517,0.014525,0.014523,0.014525,0.014523,0.014523,0.014524,0.014526,0.014526,0.014527,0.014527,0.014527,0.014524,0.014523,0.014523,0.014523,0.014525,0.014525,0.014525,0.014523,0.014523,0.014523,0.014525,0.014526,0.014526,0.014526,0.014524,0.014524,0.014524
7,-0.0049988,-0.0049988,-0.0037018,-0.0026143,-0.0026143,-0.0027443,-0.0027034,-0.0025806,-0.0026214,-0.002579,-0.002532,-0.002532,-0.0025204,-0.002546,-0.002546,-0.0025319,-0.0025316,-0.0025316,-0.0025313,-0.0025313,-0.0025437,-0.0025437,-0.0025425,-0.0025428,-0.0025428,-0.002537,-0.0025363,-0.0025386,-0.0025398,-0.0025398,-0.002543,-0.0025424,-0.0025425,-0.0025425,-0.0025425,-0.0025423,-0.0025431,-0.0025431,-0.0025432,-0.0025432,-0.0025432,-0.0025425,-0.0025425,-0.0025425,-0.0025425,-0.0025425,-0.0025425,-0.0025429,-0.0025426,-0.0025426,-0.0025426,-0.0025427,-0.0025427,-0.0025427,-0.0025427,-0.0025426,-0.0025426,-0.0025426
8,-0.00024294,-0.00024294,-0.0005165,-0.00037235,-0.00037235,-0.00043541,-0.00042653,-0.00042159,-0.00041808,-0.00041341,-0.00040581,-0.00040581,-0.0004105,-0.00041143,-0.00041143,-0.00041158,-0.00041035,-0.00041035,-0.00041037,-0.00041037,-0.0004103,-0.0004103,-0.00040955,-0.00041056,-0.00041056,-0.00040969,-0.00040931,-0.00040962,-0.00040985,-0.00040985,-0.00041024,-0.00041032,-0.00040991,-0.00041031,-0.00041031,-0.00041037,-0.00041007,-0.00041007,-0.00041023,-0.00041023,-0.00041023,-0.00041027,-0.00041034,-0.00041034,-0.00041034,-0.00041037,-0.00041037,-0.00041025,-0.00041034,-0.00041034,-0.00041034,-0.00041028,-0.00041023,-0.00041023,-0.00041023,-0.00041033,-0.00041033,-0.00041033
9,-0.00018591,-0.00018591,-5.7013e-05,-5.6756e-05,-5.6756e-05,-4.7782e-05,-4.9344e-05,-4.5831e-05,-4.723e-05,-4.7594e-05,-4.6704e-05,-4.6704e-05,-4.5855e-05,-4.6603e-05,-4.6603e-05,-4.5942e-05,-4.624e-05,-4.624e-05,-4.6165e-05,-4.6165e-05,-4.6753e-05,-4.6753e-05,-4.6819e-05,-4.6654e-05,-4.6654e-05,-4.6581e-05,-4.6634e-05,-4.6662e-05,-4.6652e-05,-4.6652e-05,-4.6738e-05,-4.6714e-05,-4.6737e-05,-4.6726e-05,-4.6726e-05,-4.6669e-05,-4.6773e-05,-4.6773e-05,-4.6733e-05,-4.6733e-05,-4.6733e-05,-4.6693e-05,-4.6724e-05,-4.6724e-05,-4.6724e-05,-4.6658e-05,-4.6658e-05,-4.6717e-05,-4.6717e-05,-4.6717e-05,-4.6717e-05,-4.6702e-05,-4.6682e-05,-4.6682e-05,-4.6682e-05,-4.6695e-05,-4.6695e-05,-4.6695e-05
10,6.4988e-07,6.4988e-07,-3.3238e-06,-6.346e-06,-6.346e-06,-4.0214e-06,-3.0944e-06,-3.4165e-06,-3.8149e-06,-3.229e-06,-3.6874e-06,-3.6874e-06,-3.3071e-06,-3.2462e-06,-3.2461e-06,-3.3044e-06,-3.262e-06,-3.262e-06,-3.2555e-06,-3.2555e-06,-3.2363e-06,-3.2363e-06,-3.2123e-06,-3.2343e-06,-3.2344e-06,-3.2351e-06,-3.2243e-06,-3.2219e-06,-3.2318e-06,-3.2318e-06,-3.2334e-06,-3.2231e-06,-3.2284e-06,-3.2293e-06,-3.2293e-06,-3.2346e-06,-3.2244e-06,-3.2244e-06,-3.231e-06,-3.231e-06,-3.231e-06,-3.2381e-06,-3.2355e-06,-3.2354e-06,-3.2355e-06,-3.2358e-06,-3.2358e-06,-3.2258e-06,-3.2356e-06,-3.2356e-06,-3.2356e-06,-3.2393e-06,-3.2428e-06,-3.2428e-06,-3.2428e-06,-3.2348e-06,-3.2348e-06,-3.2348e-06
