4	0.5822797999999998
8	0.2960592000000002
10	0.06200600000000023
16	0.06408300000000011
116	0.010571099999999944
165	0.002425699999999864
230	0.010486499999999843
306	0.004652200000000217
402	0.0013369000000000852
511	0.00041810000000008785
686	0.0027908999999999295
747	0.003959099999999882
1024	0.0010808999999998292
1093	0.003046700000000069
1458	0.0003915000000001001
1554	0.002255299999999849
2000	0.002486999999999906
2190	0.0029604999999999215
1911	0.001149600000000195
2893	0.00018310000000010263
