1	2.2165203457000002
2	0.2217174543
4	0.020013045700000065
4	0.020013045700000065
6	0.011829845700000119
8	0.010941545699999944
10	0.02807586569999998
14	0.01037945429999998
14	0.01037945429999998
20	0.007323945700000056
26	0.004031354299999901
26	0.004031354299999901
35	0.0002037456999999243
40	0.0010509457000000832
44	0.0014676543000000652
55	0.001304745699999943
56	0.00045285429999997184
68	0.0010573542999998686
84	0.0003282457000000072
84	0.0003282457000000072
100	5.945429999987262e-05
100	5.945429999987262e-05
120	0.0001415457000000231
140	0.0004845457000000053
140	0.0004845457000000053
165	0.0003410542999999766
190	0.0004846457000000637
190	0.0004846457000000637
240	0.00014374569999997533
250	0.0003386457000000842
250	0.0003386457000000842
328	0.00019495429999993874
328	0.00019495429999993874
322	0.00018044570000008697
322	0.00018044570000008697
372	0.00024674569999993956
406	0.0001207457000000911
406	0.0001207457000000911
504	9.604570000010249e-05
504	9.604570000010249e-05
504	9.604570000010249e-05
616	4.4645700000067734e-05
616	4.4645700000067734e-05
616	4.4645700000067734e-05
1540	4.6345699999950085e-05
1540	4.6345699999950085e-05
1540	4.6345699999950085e-05
1540	4.6345699999950085e-05
1540	4.6345699999950085e-05
1547	4.624570000011374e-05
1892	3.8645700000117245e-05
1892	3.8645700000117245e-05
1892	3.8645700000117245e-05
1892	3.8645700000117245e-05
2300	3.764569999997747e-05
2300	3.764569999997747e-05
2300	3.764569999997747e-05
2300	3.764569999997747e-05
2300	3.764569999997747e-05
2756	3.8645700000117245e-05
2756	3.8645700000117245e-05
2756	3.8645700000117245e-05
2756	3.8645700000117245e-05
2756	3.8645700000117245e-05
2856	4.024569999994121e-05
2856	4.024569999994121e-05
3276	3.694570000001285e-05
3276	3.694570000001285e-05
3276	3.694570000001285e-05
3850	3.8145700000047356e-05
3850	3.8145700000047356e-05
3850	3.8145700000047356e-05
3850	3.8145700000047356e-05
3850	3.8145700000047356e-05
