,0,1,2,3,4,5,6
0,542.04,544.08,544.19,544.0,543.87,544.3,544.37
1,-542.72,-544.73,-544.6,-544.44,-544.38,-544.7,-544.78
2,-31.41,-31.494,-31.726,-31.698,-31.631,-31.741,-31.737
3,-0.41881,-0.43095,-0.43747,-0.43832,-0.43451,-0.43683,-0.43625
4,-0.0022974,-0.0024566,-0.0024214,-0.00242,-0.0024094,-0.0024137,-0.0024213
5,1.4327,1.4511,1.4658,1.4651,1.4645,1.4645,1.4647
6,0.02954,0.025496,0.025408,0.026043,0.02588,0.025835,0.025865
7,0.014761,0.014778,0.014805,0.014903,0.014906,0.014886,0.014891
8,-0.00015209,-0.00011906,-0.00011031,-0.00010937,-0.00010576,-0.00010577,-0.00010581
9,6.54e-05,1.4101e-05,-2.9135e-07,6.2372e-06,2.5677e-06,1.4622e-06,5.6274e-07
10,2.9789e-06,1.14e-05,,1.0163e-05,,,
11,,1.3512e-05,,1.3867e-05,,,
12,,3.082e-06,,1.4762e-06,,,
