,0,1,2
0,22.983,22.776,22.8
1,-47.835,-47.643,-47.66
2,-1.5047,-1.4908,-1.4957
3,-0.0073643,-0.0072804,-0.0073009
4,-5.9071e-05,-5.8584e-05,-5.8797e-05
5,0.091818,0.090746,0.090822
6,0.067539,0.06668,0.066712
7,-5.2347e-05,-5.3125e-05,-5.3183e-05
8,-1.3893e-06,-1.3871e-06,-1.2544e-06
