,0,1,2,3
0,25.188,25.761,25.671,25.694
1,-60.595,-61.235,-61.124,-61.163
2,-2.1489,-2.2016,-2.1914,-2.1872
3,-0.013718,-0.013993,-0.013917,-0.013869
4,-0.00012598,-0.0001285,-0.0001275,-0.00012689
5,0.12639,0.1314,0.12927,0.12974
6,0.094398,0.096238,0.095042,0.095311
7,-8.2181e-05,-6.6422e-05,-6.9695e-05,-6.8201e-05
8,-7.2247e-07,-1.2399e-06,-1.7385e-06,-1.823e-06
