,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,187.49,187.65,187.18,187.65,187.39,187.82,187.87,187.7,187.55,187.71,187.66,187.55,187.63,187.75,187.73,187.34
1,-350.07,-350.22,-349.76,-350.18,-349.95,-350.36,-350.36,-350.21,-350.06,-350.26,-350.12,-350.08,-350.18,-350.3,-350.26,-349.94
2,-31.21,-31.22,-31.208,-31.265,-31.228,-31.245,-31.29,-31.263,-31.27,-31.235,-31.318,-31.258,-31.24,-31.239,-31.249,-31.189
3,-1.3565,-1.3492,-1.3529,-1.3515,-1.3562,-1.3568,-1.3576,-1.3609,-1.3595,-1.3562,-1.3614,-1.3594,-1.3585,-1.353,-1.3618,-1.3566
4,-0.022338,-0.022567,-0.021719,-0.022325,-0.022571,-0.022241,-0.022545,-0.022786,-0.022416,-0.022422,-0.022457,-0.022601,-0.022762,-0.022584,-0.022643,-0.022502
5,21.791,21.793,21.796,21.793,21.795,21.795,21.794,21.794,21.794,21.794,21.794,21.794,21.794,21.793,21.794,21.794
6,2.6385,2.6374,2.6367,2.6382,2.6373,2.6371,2.6378,2.6373,2.6378,2.6377,2.6374,2.6375,2.6376,2.6378,2.6375,2.6375
7,0.12728,0.12769,0.12647,0.12765,0.12678,0.12749,0.12734,0.12701,0.12724,0.12703,0.12698,0.12697,0.12696,0.12738,0.12686,0.12706
8,0.048255,0.047976,0.049,0.047816,0.048785,0.047745,0.047949,0.048291,0.048132,0.048376,0.048314,0.048425,0.048274,0.047788,0.048397,0.048216
9,-3.8308e-05,-9.9295e-05,-5.7003e-05,-0.00015312,4.6298e-06,0.00016127,0.00014067,0.00025376,0.00015126,0.00019831,0.00021134,0.00013077,0.0003891,0.00048638,0.00036064,0.00034015
10,0.001586,0.0014866,0.0016319,0.0014894,0.0016239,0.0016441,0.0017065,0.0016331,0.0016379,0.0016378,0.0016408,0.0017237,0.0015934,0.001539,0.0016213,0.0016203
11,0.00030177,0.00033968,0.00022637,0.00035512,0.00019869,0.00011704,8.8918e-05,9.5767e-05,0.00013487,0.00012075,0.00011847,9.3377e-05,6.0485e-05,3.7855e-05,5.8115e-05,7.0441e-05
12,2.6268e-05,1.2067e-05,2.3516e-05,1.801e-05,2.1915e-05,2.3158e-05,2.3533e-05,2.6042e-05,2.3315e-05,2.4581e-05,2.7329e-05,2.6221e-05,2.8108e-05,2.8113e-05,2.769e-05,2.6892e-05
13,6.3324e-06,3.353e-06,7.6183e-06,6.1642e-06,6.3974e-06,4.4877e-06,4.8903e-06,4.644e-06,4.7724e-06,4.5342e-06,4.6103e-06,5.1571e-06,4.2001e-06,4.4468e-06,4.2676e-06,4.1417e-06
