,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,73.388,71.721,72.025,74.787,73.386,72.059,73.977,71.789,72.904,73.506,72.205,73.613,72.88,73.111,72.848,72.616,73.144,72.88,73.618,73.101,73.322,73.345,73.157,73.133,72.914,73.196,73.214,73.207,73.395,73.34,73.122,73.012,73.152,73.229
1,-147.92,-148.64,-148.33,-150.77,-149.34,-148.45,-150.03,-147.87,-149.16,-149.56,-148.49,-149.76,-148.98,-149.33,-149.01,-148.9,-149.38,-149.08,-149.78,-149.27,-149.43,-149.51,-149.34,-149.33,-149.1,-149.39,-149.41,-149.4,-149.57,-149.48,-149.29,-149.24,-149.36,-149.39
2,-12.246,-12.152,-12.01,-12.579,-12.51,-12.157,-12.467,-12.475,-12.289,-12.484,-12.258,-12.399,-12.444,-12.329,-12.384,-12.272,-12.31,-12.345,-12.382,-12.374,-12.439,-12.38,-12.362,-12.347,-12.356,-12.358,-12.351,-12.35,-12.37,-12.407,-12.381,-12.322,-12.335,-12.38
3,-0.16125,-0.14888,-0.15867,-0.16519,-0.16824,-0.16433,-0.16637,-0.16508,-0.15605,-0.16714,-0.16576,-0.16452,-0.1644,-0.16337,-0.16499,-0.16245,-0.16384,-0.16549,-0.16572,-0.16368,-0.16719,-0.1642,-0.1648,-0.16465,-0.16477,-0.164,-0.16412,-0.16438,-0.16399,-0.16544,-0.16447,-0.16338,-0.16328,-0.16469
4,-0.00013072,-0.00013667,-0.0001412,-0.00015372,-0.0001532,-0.00015008,-0.00014805,-0.00014886,-0.00014035,-0.00014987,-0.00014967,-0.00014846,-0.00014654,-0.00014747,-0.00014761,-0.00014621,-0.00014698,-0.00014924,-0.00014895,-0.00014622,-0.00015049,-0.0001475,-0.00014862,-0.00014812,-0.00014842,-0.00014765,-0.00014756,-0.00014804,-0.00014711,-0.00014908,-0.00014786,-0.00014687,-0.00014661,-0.00014809
5,10.137,9.912,9.9442,9.9758,9.8531,9.9788,9.941,9.9606,9.9702,9.9593,9.9608,9.9646,9.9664,9.9628,9.9633,9.9716,9.9624,9.9646,9.9629,9.9631,9.9632,9.963,9.9639,9.9637,9.964,9.9639,9.9637,9.9637,9.9637,9.9638,9.9637,9.9636,9.9639,9.9639
6,1.1732,1.1155,1.1127,1.1507,1.1469,1.1364,1.1378,1.1455,1.1497,1.1519,1.1462,1.141,1.1446,1.1441,1.146,1.1418,1.1458,1.1443,1.1449,1.1442,1.1448,1.1452,1.1451,1.1448,1.1445,1.1447,1.1449,1.1449,1.145,1.1452,1.1451,1.1451,1.1448,1.145
7,0.067168,0.055143,0.057341,0.056148,0.051334,0.051708,0.049739,0.050159,0.047359,0.051006,0.049785,0.050985,0.050174,0.049806,0.050028,0.050025,0.049979,0.050153,0.050009,0.050226,0.050203,0.049839,0.050044,0.049992,0.050004,0.049918,0.049962,0.050019,0.049979,0.050036,0.049936,0.050052,0.049954,0.049965
8,0.027257,0.01851,0.01458,0.018834,0.025644,0.025662,0.024943,0.025409,0.030377,0.024475,0.026028,0.023781,0.024455,0.025474,0.024791,0.024379,0.024904,0.024544,0.024523,0.024071,0.024225,0.024918,0.024438,0.024537,0.024569,0.024654,0.024534,0.024461,0.024575,0.024436,0.024592,0.024442,0.024528,0.024553
9,-0.000123,0.0076733,8.9678e-05,0.00013133,0.00038577,-0.00030838,0.0002476,-0.00063042,0.00030287,0.00069342,0.00090848,0.00038089,0.00096765,-0.00047055,0.0014601,0.0018483,0.0010818,0.0018268,0.0020329,0.0025723,0.0024622,0.0017823,0.0021588,0.0022262,0.0024522,0.0024786,0.0022947,0.0022734,0.0014557,0.002326,0.0024493,0.0020633,0.0020485,0.0023902
10,0.00012511,0.00028401,-7.0912e-05,-0.00022083,0.0012602,0.0013423,0.00097013,0.0015284,0.0012867,0.0013231,0.0012429,0.001861,0.0018365,0.0022286,0.0010433,0.00083283,0.0014233,0.00073707,0.00071927,0.00025445,0.00026053,0.00089483,0.00056229,0.00046916,0.00030787,0.00026147,0.00041641,0.00045774,0.0012119,0.00037308,0.0002719,0.00064096,0.00068633,0.0003229
11,-1.3449e-05,3.3242e-05,7.3061e-05,1.8323e-05,1.8799e-05,0.00026238,3.5544e-05,1.2061e-05,5.2793e-05,8.4516e-05,9.728e-05,8.6001e-05,4.1649e-05,2.0526e-05,5.2572e-05,7.4118e-05,6.2361e-05,6.5988e-05,9.3149e-05,0.00011215,0.00010666,9.1498e-05,8.7089e-05,8.4783e-05,9.8275e-05,9.9725e-05,8.9893e-05,9.3735e-05,8.3033e-05,0.00010371,9.4866e-05,8.0931e-05,9.353e-05,0.00010609
