,0,1,2
0,622.35,621.67,621.68
1,-627.65,-626.85,-626.91
2,-32.11,-32.241,-32.199
3,-0.56137,-0.56739,-0.56318
4,-0.016196,-0.016305,-0.016202
5,1.7568,1.7255,1.7173
6,0.023186,0.024189,0.024538
7,0.017008,0.016956,0.01692
8,-0.00013189,-6.0517e-05,0.00013403
9,0.00022295,0.00021,1.8265e-05
10,4.1844e-06,2.921e-06,6.9893e-06
