,0,1,2,3
0,145.36,145.56,145.62,145.78
1,-144.6,-144.75,-144.82,-144.98
2,-5.8508,-5.8926,-5.879,-5.8836
3,-0.041498,-0.041639,-0.041444,-0.041452
4,-0.00027581,-0.00027687,-0.00027488,-0.00027536
5,-0.0043909,-0.0043889,-0.0043804,-0.0043801
6,-0.003246,-0.0032328,-0.0032266,-0.0032267
7,2.29e-05,2.2517e-05,2.2516e-05,2.251e-05
8,-9.2548e-06,-9.2552e-06,-9.274e-06,-9.2711e-06
