,0,1,2,3,4,5,6,7,8
0,618.65,625.97,624.76,620.6,619.3,620.84,619.87,623.3,621.69
1,-624.44,-630.8,-630.23,-626.18,-625.55,-626.6,-625.19,-629.11,-627.25
2,-65.7,-66.977,-66.078,-65.989,-65.494,-65.915,-66.231,-65.886,-66.044
3,-7.8139,-7.7111,-7.9205,-7.8283,-7.717,-7.7835,-7.8955,-7.7661,-7.846
4,-0.665,-0.56946,-0.56625,-0.55591,-0.54175,-0.55068,-0.56379,-0.55155,-0.55761
5,2.0712,2.1529,2.1288,2.11,2.1167,2.1248,2.1262,2.1248,2.1204
6,0.53856,0.5759,0.5401,0.53808,0.55635,0.55553,0.54788,0.55188,0.55236
7,-0.040193,-0.0378,-0.032707,-0.037562,-0.042587,-0.038796,-0.037529,-0.041201,-0.042752
8,0.0047096,-0.0022417,-0.0057373,-0.0010882,0.0021981,-0.00024129,-0.0015406,0.0016941,0.003125
9,0.0019497,0.0040479,0.0051136,0.0030452,0.0031886,0.003808,0.0037667,0.0030254,0.0027248
10,0.00078104,0.0020808,0.0017651,0.0013732,0.0025621,0.0020814,0.0021942,0.0024868,0.0022783
11,0.00013898,2.4683e-05,-3.9281e-05,1.7317e-05,3.6463e-06,-3.7571e-05,-5.2353e-05,1.5909e-05,-1.5606e-06
12,-6.061e-06,-5.8904e-07,1.0686e-05,1.8212e-06,3.9873e-06,4.8219e-06,1.2067e-05,4.5237e-06,9.6544e-06
13,,,1.9403e-05,,,,1.1758e-05,5.2722e-06,4.9708e-06
14,,,2.392e-06,,,,6.347e-06,,
