,0,1,2,3,4,5,6,7,8
0,761.43,782.26,779.07,784.51,777.47,776.25,777.85,775.11,776.68
1,-758.54,-774.52,-773.41,-780.05,-771.62,-772.93,-774.22,-770.93,-771.92
2,-82.225,-87.459,-85.804,-84.99,-85.793,-83.992,-84.071,-84.564,-85.038
3,-11.516,-12.7,-12.206,-11.899,-12.391,-11.701,-11.927,-11.992,-12.082
4,-0.9099,-1.0086,-0.9654,-0.92681,-0.98996,-0.94181,-0.94996,-0.95311,-0.95956
5,2.4997,2.527,2.4784,2.4774,2.4725,2.4683,2.4741,2.4688,2.4739
6,0.67918,0.66479,0.63576,0.63217,0.63981,0.63605,0.63737,0.6348,0.63794
7,-0.04039,-0.038419,-0.039288,-0.041813,-0.037907,-0.040632,-0.03995,-0.041383,-0.04111
8,-0.004164,-0.02826,-0.03941,-0.02742,-0.018894,-0.016907,-0.035208,-0.024559,-0.01307
9,0.0066055,0.021914,0.030489,0.022367,0.011675,0.010257,0.027654,0.020556,0.0073893
10,0.00068532,0.0039311,0.0060209,0.0035249,0.0047046,0.0047626,0.0054701,0.0034941,0.0041076
11,8.9707e-05,-0.00011229,-0.00021344,-0.00015201,-0.00014311,-0.00012952,-0.00019606,-0.00014065,-0.00011411
12,9.9856e-07,8.4726e-06,1.508e-05,5.7662e-06,1.1631e-05,5.5677e-06,4.2319e-06,1.1609e-05,5.2699e-06
13,1.3629e-05,,2.3736e-05,,2.3731e-05,,,2.2852e-05,
14,4.4253e-06,,1.1591e-05,,9.3181e-06,,,5.8991e-06,
15,,,9.7723e-07,,,,,,
