,0,1,2,3,4,5,6,7,8
0,129.46,127.42,127.21,128.56,128.03,127.34,127.93,127.68,127.89
1,-137.11,-135.42,-135.18,-136.38,-135.88,-135.2,-135.79,-135.53,-135.76
2,-5.5635,-5.2504,-5.2764,-5.4443,-5.3901,-5.3827,-5.3692,-5.3708,-5.3921
3,-0.072701,-0.063497,-0.068449,-0.076793,-0.081912,-0.081031,-0.073209,-0.078132,-0.076528
4,-3.6145e-05,-2.8148e-05,-3.341e-05,-3.6141e-05,-4.0192e-05,-3.8078e-05,-3.5587e-05,-3.6957e-05,-3.702e-05
5,0.36832,0.36059,0.36079,0.36003,0.34839,0.34573,0.36459,0.36459,0.35654
6,0.10571,0.10122,0.09444,0.10002,0.091263,0.090435,0.10062,0.10061,0.094219
7,-0.0024397,-0.0026127,-0.002733,-0.0024575,-0.0026419,-0.0026235,-0.0025806,-0.0025741,-0.0027742
8,0.0002037,0.00024932,1.966e-05,0.00021417,0.00020714,0.00012059,0.00018503,0.00018765,0.00021192
9,4.5732e-05,4.4925e-05,4.8376e-05,4.6125e-05,4.9027e-05,5e-05,4.937e-05,4.9193e-05,5.4789e-05
10,2.0565e-06,2.6167e-06,-5.1078e-08,-2.259e-07,-2.9424e-07,-4.8115e-07,1.5485e-06,1.5141e-06,-8.5639e-07
