,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,126.96,124.18,124.87,127.91,128.5,128.41,127.81,128.16,128.56,128.33,127.93,127.3,127.74,127.49,128.25,128.51,128.15,127.97,127.87,128.22
1,-135.07,-132.27,-133.04,-135.87,-136.29,-136.28,-135.72,-136.06,-136.39,-136.21,-135.81,-135.2,-135.63,-135.38,-136.15,-136.37,-136.02,-135.87,-135.77,-136.07
2,-5.1363,-5.1343,-5.1056,-5.31,-5.4551,-5.3968,-5.3542,-5.3592,-5.4354,-5.3856,-5.3809,-5.3604,-5.372,-5.3658,-5.3685,-5.4022,-5.3841,-5.3617,-5.3657,-5.4029
3,-0.06708,-0.082297,-0.066772,-0.072155,-0.077007,-0.070558,-0.076663,-0.075223,-0.077351,-0.076685,-0.075657,-0.077102,-0.075047,-0.076793,-0.075528,-0.075225,-0.076105,-0.075943,-0.076051,-0.076452
4,-3.4252e-05,-4.0986e-05,-3.1724e-05,-3.5883e-05,-3.6261e-05,-3.3169e-05,-3.6964e-05,-3.5657e-05,-3.694e-05,-3.7139e-05,-3.5974e-05,-3.7765e-05,-3.5648e-05,-3.6916e-05,-3.6441e-05,-3.6827e-05,-3.6351e-05,-3.6848e-05,-3.6788e-05,-3.7088e-05
5,0.34458,0.36425,0.35693,0.34747,0.34568,0.34858,0.35178,0.35077,0.3504,0.34965,0.35028,0.35061,0.35037,0.35063,0.35053,0.35038,0.35055,0.35051,0.35056,0.35051
6,0.092518,0.09889,0.098213,0.091332,0.091629,0.095776,0.094863,0.094041,0.093829,0.094025,0.094947,0.094584,0.09423,0.094274,0.094445,0.094485,0.094469,0.09438,0.094381,0.09441
7,-0.0020728,-0.0026095,-0.0027706,-0.002608,-0.0026929,-0.0025084,-0.0026066,-0.0026567,-0.0026513,-0.0025924,-0.0025781,-0.0026262,-0.0026267,-0.0026151,-0.0026009,-0.0025925,-0.0026135,-0.0025928,-0.0026071,-0.002602
8,0.0002434,0.00022822,0.00015097,9.1175e-05,9.2006e-05,0.00012025,0.00022394,0.00018439,0.00013419,0.00012399,0.00016138,0.00017797,0.00016781,0.0001481,0.00014829,0.00016701,0.00016615,0.00016934,0.00015754,0.00016079
9,8.7822e-05,6.5273e-05,4.5415e-05,4.9726e-05,5.2778e-05,5.4504e-05,4.6333e-05,4.6384e-05,5.0492e-05,5.431e-05,4.9237e-05,4.5854e-05,4.7489e-05,5.1229e-05,5.1954e-05,4.9062e-05,4.7888e-05,4.9472e-05,5.0191e-05,4.9884e-05
10,1.245e-06,-1.5186e-06,1.3308e-06,-1.0098e-06,1.3672e-07,-7.6325e-07,-5.9724e-08,-2.7676e-07,-1.8253e-07,-7.9142e-07,-5.6073e-07,5.9996e-08,-2.7722e-07,-5.0769e-07,-6.5587e-07,-6.0145e-07,-2.9948e-07,-7.1945e-07,-5.2337e-07,-5.7142e-07
