,0,1,2,3,4,5,6,7,8,9
0,410.04,406.18,402.75,404.05,404.48,404.65,404.43,404.08,404.51,404.11
1,-419.87,-416.77,-413.31,-414.73,-415.0,-415.0,-414.84,-414.56,-414.96,-414.58
2,-41.154,-40.39,-40.429,-40.298,-40.452,-40.592,-40.568,-40.495,-40.531,-40.5
3,-2.2668,-2.2846,-2.2593,-2.276,-2.2816,-2.3165,-2.2841,-2.287,-2.2679,-2.2912
4,-0.086852,-0.091322,-0.088227,-0.088957,-0.08665,-0.09024,-0.084874,-0.086461,-0.08891,-0.086293
5,1.4483,1.3975,1.4027,1.4128,1.4079,1.4111,1.4101,1.4098,1.4101,1.41
6,0.40657,0.3687,0.38272,0.37954,0.37909,0.38069,0.37934,0.38019,0.37959,0.37997
7,-0.026232,-0.024931,-0.024499,-0.025084,-0.024591,-0.025033,-0.024888,-0.024903,-0.024934,-0.024956
8,-0.0023076,0.0020403,0.0023822,0.0031676,0.0025248,0.0035359,0.0028415,0.0030213,0.0028258,0.003021
9,0.0051398,0.00032506,0.0017112,0.00057091,0.00075144,0.00036012,0.00015445,0.00027605,0.00094671,0.00033421
10,0.00017183,0.00025889,-1.1755e-06,0.00044955,0.00039873,0.00025208,0.00084016,0.0006361,0.00032042,0.00057867
11,0.00012542,9.8938e-06,3.7015e-06,4.4407e-07,-2.4202e-07,7.662e-06,-9.9487e-06,-3.4897e-06,5.2894e-07,-1.8849e-06
12,9.584e-06,,,-5.6646e-07,-5.988e-07,,-1.6648e-07,-2.6714e-07,-3.0699e-07,-3.5429e-07
