,0,1,2,3,4,5,6
0,317.6,320.33,320.47,320.95,320.84,321.0,320.98
1,-328.12,-330.87,-330.64,-331.22,-331.06,-331.23,-331.26
2,-28.426,-28.264,-28.839,-28.615,-28.681,-28.682,-28.628
3,-0.89947,-1.1891,-0.98114,-1.0927,-1.0792,-1.0714,-1.0789
4,-0.019731,-0.027253,-0.022374,-0.025904,-0.025112,-0.024574,-0.025089
5,1.0438,1.0556,1.0597,1.0542,1.0554,1.0557,1.0559
6,0.27882,0.27374,0.28306,0.28138,0.2812,0.28201,0.28174
7,-0.011408,-0.012387,-0.012914,-0.012418,-0.012689,-0.012578,-0.012573
8,0.0012841,0.0016606,0.0026807,0.0019573,0.0022863,0.0022329,0.0022052
9,3.4e-05,5.0464e-05,3.0067e-05,5.2683e-05,3.9944e-05,4.3176e-05,4.2497e-05
10,6.3509e-05,2.8425e-05,3.106e-05,2.0463e-05,2.6755e-05,2.5518e-05,2.5989e-05
11,-4.0086e-07,-4.2259e-07,-2.5854e-06,-9.2013e-07,-1.4959e-06,-1.5719e-06,-1.4614e-06
