,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,163.61,163.31,164.09,165.3,166.28,165.75,165.66,166.28,165.87,166.01,165.29,165.86,165.82,165.8,165.93,165.97,165.84,165.84,165.69,165.8
1,-163.39,-162.72,-163.65,-164.73,-165.7,-165.2,-165.25,-165.74,-165.32,-165.45,-164.79,-165.34,-165.32,-165.27,-165.4,-165.43,-165.32,-165.29,-165.19,-165.28
2,-6.3536,-6.6313,-6.4901,-6.6607,-6.6677,-6.603,-6.5062,-6.6356,-6.6403,-6.6557,-6.5958,-6.6175,-6.5954,-6.6287,-6.6314,-6.6377,-6.6215,-6.6435,-6.6056,-6.6252
3,-0.051497,-0.055697,-0.054239,-0.055502,-0.054941,-0.054293,-0.053082,-0.054711,-0.054673,-0.05501,-0.054403,-0.054631,-0.054444,-0.054562,-0.054646,-0.054774,-0.054594,-0.054779,-0.054526,-0.054832
4,-0.00041227,-0.00043122,-0.00042673,-0.0004393,-0.00043356,-0.00043296,-0.00042381,-0.00043458,-0.0004352,-0.00043763,-0.00043154,-0.00043227,-0.00043356,-0.00043324,-0.0004344,-0.00043605,-0.00043382,-0.00043482,-0.00043364,-0.00043408
5,-0.0052464,-0.0052624,-0.0052999,-0.00523,-0.0051439,-0.0053882,-0.0052049,-0.0052191,-0.0052448,-0.0052168,-0.0052153,-0.0052191,-0.0052163,-0.0052232,-0.0052151,-0.0052135,-0.0052158,-0.0052296,-0.0052165,-0.0052175
6,-0.0039549,-0.0039676,-0.0039817,-0.0039347,-0.003872,-0.0040483,-0.0039156,-0.0039268,-0.0039444,-0.0039235,-0.0039204,-0.0039256,-0.0039228,-0.003927,-0.0039207,-0.0039207,-0.0039226,-0.0039317,-0.0039235,-0.0039218
7,2.1163e-05,2.2148e-05,2.1994e-05,2.2709e-05,2.1206e-05,2.229e-05,2.295e-05,2.3042e-05,2.266e-05,2.2843e-05,2.2633e-05,2.2753e-05,2.2814e-05,2.2772e-05,2.2626e-05,2.2744e-05,2.2779e-05,2.2698e-05,2.2845e-05,2.2729e-05
8,-9.8843e-06,-9.7065e-06,-9.9627e-06,-9.6588e-06,-9.7156e-06,-1.0006e-05,-9.6566e-06,-9.6491e-06,-9.744e-06,-9.6614e-06,-9.7012e-06,-9.7112e-06,-9.6759e-06,-9.702e-06,-9.7038e-06,-9.6676e-06,-9.6798e-06,-9.7165e-06,-9.6716e-06,-9.6941e-06
9,,,,,,3.0744e-06,,,,,,,,,,,,,,
