,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,30.381,30.381,30.263,26.689,26.689,28.701,28.414,28.646,27.398,28.006,27.338,27.338,28.646,27.715,27.715,28.434,28.098,28.098,27.985,27.985,27.911,27.911,27.909,28.14,28.14,27.9,27.852,27.885,28.084,28.084,28.148,28.139,27.965,27.835,27.835,28.007,27.932,27.932,28.061,28.061,28.061,27.908,28.06,28.06,28.06,27.983,27.983,27.93,27.949,27.949,27.949,27.961,28.001,28.001,28.001,27.996,27.996,27.996
1,-45.105,-45.105,-46.042,-43.024,-43.024,-44.799,-44.57,-44.827,-43.665,-44.242,-43.613,-43.613,-44.845,-44.006,-44.006,-44.641,-44.335,-44.335,-44.237,-44.237,-44.167,-44.167,-44.163,-44.369,-44.369,-44.145,-44.106,-44.143,-44.309,-44.309,-44.387,-44.378,-44.202,-44.083,-44.083,-44.243,-44.174,-44.174,-44.296,-44.296,-44.296,-44.15,-44.296,-44.296,-44.296,-44.227,-44.227,-44.18,-44.192,-44.192,-44.192,-44.201,-44.247,-44.247,-44.247,-44.237,-44.237,-44.237
2,-1.6657,-1.6657,-1.6707,-1.3919,-1.3919,-1.5858,-1.5713,-1.5453,-1.4501,-1.5041,-1.4679,-1.4679,-1.5426,-1.4513,-1.4513,-1.5336,-1.5036,-1.5036,-1.4907,-1.4907,-1.4869,-1.4869,-1.4886,-1.5127,-1.5127,-1.4979,-1.4881,-1.4847,-1.5176,-1.5176,-1.5032,-1.5031,-1.5052,-1.4953,-1.4953,-1.5061,-1.4998,-1.4998,-1.5068,-1.5068,-1.5068,-1.5009,-1.5066,-1.5066,-1.5066,-1.4985,-1.4985,-1.4917,-1.4988,-1.4988,-1.4988,-1.5027,-1.4968,-1.4968,-1.4968,-1.5015,-1.5015,-1.5015
3,-0.0063766,-0.0063766,-0.0061128,-0.0049685,-0.0049685,-0.0056291,-0.0057147,-0.0055887,-0.0050899,-0.005417,-0.0052307,-0.0052307,-0.0055903,-0.0051293,-0.0051293,-0.0055159,-0.0053763,-0.0053763,-0.005296,-0.005296,-0.0053032,-0.0053032,-0.0053166,-0.0054442,-0.0054442,-0.0053406,-0.0053088,-0.0052739,-0.0054253,-0.0054253,-0.005359,-0.0053578,-0.0053722,-0.0053153,-0.0053153,-0.0054058,-0.0053486,-0.0053486,-0.0053953,-0.0053953,-0.0053953,-0.005367,-0.0053785,-0.0053785,-0.0053785,-0.0053474,-0.0053474,-0.0053205,-0.0053579,-0.0053579,-0.0053579,-0.0053712,-0.0053521,-0.0053521,-0.0053521,-0.0053635,-0.0053635,-0.0053635
4,-2.2149e-05,-2.2149e-05,-1.9683e-05,-1.7245e-05,-1.7245e-05,-1.9193e-05,-1.8666e-05,-1.8481e-05,-1.6904e-05,-1.7991e-05,-1.7427e-05,-1.7427e-05,-1.8712e-05,-1.7114e-05,-1.7114e-05,-1.8721e-05,-1.8247e-05,-1.8247e-05,-1.7947e-05,-1.7948e-05,-1.7691e-05,-1.7691e-05,-1.7973e-05,-1.8397e-05,-1.8397e-05,-1.803e-05,-1.7946e-05,-1.7783e-05,-1.8234e-05,-1.8234e-05,-1.8161e-05,-1.8135e-05,-1.8109e-05,-1.795e-05,-1.795e-05,-1.8281e-05,-1.8086e-05,-1.8086e-05,-1.8239e-05,-1.8239e-05,-1.8239e-05,-1.8081e-05,-1.8151e-05,-1.8151e-05,-1.8151e-05,-1.8067e-05,-1.8067e-05,-1.7934e-05,-1.8108e-05,-1.8108e-05,-1.8108e-05,-1.8088e-05,-1.8071e-05,-1.8071e-05,-1.8071e-05,-1.8096e-05,-1.8096e-05,-1.8096e-05
5,0.042878,0.042878,0.015582,0.012703,0.012703,0.012273,0.011597,0.011579,0.011581,0.011237,0.011101,0.011101,0.011102,0.011186,0.011186,0.011147,0.011105,0.011105,0.011104,0.011104,0.01113,0.01113,0.011104,0.011132,0.011132,0.011094,0.011087,0.0111,0.011102,0.011102,0.011128,0.011127,0.011112,0.011126,0.011126,0.011124,0.011119,0.011119,0.011122,0.011122,0.011122,0.011126,0.011126,0.011126,0.011126,0.011123,0.011123,0.011129,0.011126,0.011126,0.011126,0.011126,0.011122,0.011122,0.011122,0.011126,0.011126,0.011126
6,0.023941,0.023941,0.017191,0.015369,0.015369,0.015338,0.01489,0.014927,0.014821,0.014664,0.014511,0.014511,0.014521,0.014618,0.014618,0.014564,0.014532,0.014532,0.014529,0.014529,0.014565,0.014565,0.014544,0.014565,0.014565,0.014531,0.014524,0.014537,0.014541,0.014541,0.014565,0.01456,0.014553,0.014559,0.014559,0.014561,0.014558,0.014558,0.014563,0.014563,0.014563,0.014561,0.01456,0.01456,0.01456,0.014561,0.014561,0.014565,0.01456,0.01456,0.01456,0.014563,0.014562,0.014562,0.014562,0.014562,0.014562,0.014562
7,-0.0052991,-0.0052991,-0.0037018,-0.0026778,-0.0026778,-0.0027878,-0.0027055,-0.0026467,-0.0026318,-0.0025936,-0.0025353,-0.0025353,-0.0025356,-0.0025676,-0.0025676,-0.0025484,-0.002541,-0.002541,-0.0025412,-0.0025412,-0.0025546,-0.0025546,-0.0025484,-0.0025542,-0.0025542,-0.0025431,-0.0025422,-0.0025452,-0.0025464,-0.0025464,-0.0025537,-0.0025528,-0.0025505,-0.0025527,-0.0025527,-0.0025525,-0.0025524,-0.0025524,-0.0025533,-0.0025533,-0.0025533,-0.0025528,-0.0025529,-0.0025529,-0.0025529,-0.0025527,-0.0025527,-0.0025541,-0.0025529,-0.0025529,-0.0025529,-0.0025534,-0.0025527,-0.0025527,-0.0025527,-0.0025531,-0.0025531,-0.0025531
8,-8.9045e-05,-8.9045e-05,-0.0005165,-0.00038456,-0.00038456,-0.00044064,-0.00042669,-0.00042748,-0.00042131,-0.00041304,-0.00040696,-0.00040696,-0.00041414,-0.00041371,-0.00041371,-0.00041456,-0.00041245,-0.00041245,-0.00041277,-0.00041277,-0.0004111,-0.0004111,-0.00041045,-0.00041183,-0.00041183,-0.00041134,-0.00041093,-0.0004112,-0.00041113,-0.00041113,-0.00041132,-0.00041173,-0.00041084,-0.00041165,-0.00041165,-0.00041173,-0.0004109,-0.0004109,-0.00041118,-0.00041118,-0.00041118,-0.0004117,-0.00041165,-0.00041165,-0.00041165,-0.00041169,-0.00041169,-0.00041152,-0.00041166,-0.00041166,-0.00041166,-0.00041161,-0.00041156,-0.00041156,-0.00041156,-0.00041169,-0.00041169,-0.00041169
9,-0.0001014,-0.0001014,-5.7014e-05,-5.666e-05,-5.666e-05,-4.8247e-05,-4.9348e-05,-4.7279e-05,-4.7782e-05,-4.8188e-05,-4.6613e-05,-4.6613e-05,-4.5749e-05,-4.7012e-05,-4.7012e-05,-4.5986e-05,-4.6155e-05,-4.6155e-05,-4.6034e-05,-4.6034e-05,-4.7027e-05,-4.7027e-05,-4.6847e-05,-4.6837e-05,-4.6837e-05,-4.6464e-05,-4.652e-05,-4.6585e-05,-4.6633e-05,-4.6633e-05,-4.6941e-05,-4.6826e-05,-4.6843e-05,-4.6845e-05,-4.6845e-05,-4.6777e-05,-4.6955e-05,-4.6955e-05,-4.6927e-05,-4.6927e-05,-4.6927e-05,-4.6796e-05,-4.6854e-05,-4.6854e-05,-4.6854e-05,-4.6777e-05,-4.6777e-05,-4.6892e-05,-4.6844e-05,-4.6844e-05,-4.6844e-05,-4.6841e-05,-4.6796e-05,-4.6796e-05,-4.6796e-05,-4.6823e-05,-4.6823e-05,-4.6823e-05
10,-1.5966e-06,-1.5966e-06,-3.3236e-06,-6.867e-06,-6.867e-06,-4.1249e-06,-3.0943e-06,-3.4021e-06,-3.7268e-06,-3.1902e-06,-3.7058e-06,-3.7058e-06,-3.3682e-06,-3.2511e-06,-3.2511e-06,-3.3629e-06,-3.2993e-06,-3.2993e-06,-3.3001e-06,-3.3001e-06,-3.2312e-06,-3.2312e-06,-3.2204e-06,-3.2414e-06,-3.2414e-06,-3.2599e-06,-3.2478e-06,-3.2435e-06,-3.2466e-06,-3.2466e-06,-3.2355e-06,-3.2339e-06,-3.2333e-06,-3.2391e-06,-3.2391e-06,-3.2443e-06,-3.2246e-06,-3.2246e-06,-3.2317e-06,-3.2317e-06,-3.2317e-06,-3.2487e-06,-3.2435e-06,-3.2435e-06,-3.2435e-06,-3.2446e-06,-3.2444e-06,-3.2314e-06,-3.2435e-06,-3.2435e-06,-3.2434e-06,-3.2471e-06,-3.2515e-06,-3.2515e-06,-3.2515e-06,-3.2436e-06,-3.2436e-06,-3.2436e-06
