,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,70.062,77.971,74.652,73.321,74.437,75.633,74.191,74.717,75.195,74.302,75.591,74.496,74.595,74.903,75.04,73.748,74.23,74.917,74.839,74.568,74.974,74.025,74.669,74.354,74.648,74.289,74.174,74.509,74.556,74.548,74.56,74.321,74.562,74.607,74.536,74.591
1,-110.67,-114.89,-112.9,-111.1,-111.89,-113.0,-111.45,-111.88,-112.64,-111.76,-112.86,-112.03,-112.07,-112.49,-112.38,-111.38,-111.71,-112.44,-112.26,-112.08,-112.45,-111.56,-112.08,-111.88,-112.09,-111.84,-111.72,-111.96,-112.06,-112.02,-112.03,-111.78,-112.04,-112.05,-112.04,-112.11
2,-11.245,-14.328,-13.046,-13.523,-13.779,-13.863,-13.971,-14.099,-13.805,-13.785,-13.976,-13.726,-13.77,-13.669,-13.904,-13.622,-13.767,-13.73,-13.835,-13.742,-13.78,-13.716,-13.844,-13.728,-13.807,-13.709,-13.709,-13.798,-13.754,-13.786,-13.783,-13.795,-13.775,-13.806,-13.75,-13.741
3,-0.23325,-0.36093,-0.30948,-0.33074,-0.34318,-0.33186,-0.33551,-0.34905,-0.33839,-0.34552,-0.34468,-0.33218,-0.32786,-0.32718,-0.34321,-0.33403,-0.3389,-0.33559,-0.33561,-0.3316,-0.33722,-0.3361,-0.33858,-0.33372,-0.33758,-0.3317,-0.3327,-0.33841,-0.33352,-0.33391,-0.33717,-0.33658,-0.33588,-0.33781,-0.33194,-0.33264
4,-0.00096082,-0.0013962,-0.001291,-0.001417,-0.0014547,-0.001359,-0.0013625,-0.0014485,-0.0014516,-0.0014341,-0.0014275,-0.0013617,-0.0013497,-0.001345,-0.0014017,-0.001369,-0.0013926,-0.0013906,-0.0013911,-0.0013737,-0.0014018,-0.0013918,-0.001388,-0.0013775,-0.0013924,-0.0013641,-0.0013675,-0.0013941,-0.0013749,-0.0013725,-0.0013856,-0.0013879,-0.0013827,-0.0013983,-0.0013711,-0.0013753
5,6.4089,6.7473,6.7114,6.4521,6.5133,6.4578,6.4645,6.5117,6.5159,6.5032,6.5157,6.4984,6.4857,6.5091,6.5012,6.5003,6.5061,6.5071,6.5038,6.5074,6.5085,6.5027,6.508,6.5056,6.5059,6.5067,6.5066,6.5065,6.5052,6.5066,6.5061,6.5064,6.5059,6.5058,6.5063,6.5056
6,0.49107,0.42801,0.24364,0.43122,0.2639,0.30335,0.33751,0.33464,0.30492,0.31809,0.31403,0.3184,0.3026,0.31043,0.31806,0.3183,0.31271,0.31402,0.31566,0.31516,0.31422,0.3152,0.31534,0.31501,0.31576,0.31311,0.31398,0.31417,0.31472,0.31415,0.31401,0.31411,0.31444,0.31443,0.31448,0.31453
7,0.01725,0.056031,0.056151,0.052023,0.058966,0.05524,0.055945,0.052323,0.049115,0.052282,0.050808,0.05257,0.052541,0.049431,0.051967,0.05137,0.049083,0.050678,0.050977,0.05117,0.051374,0.052104,0.050203,0.051198,0.051433,0.050455,0.050893,0.050748,0.050961,0.050806,0.05118,0.051005,0.050731,0.051031,0.050974,0.05108
8,0.051288,0.0042546,0.00028403,0.0074568,0.00055981,-0.00036884,-0.00021652,0.0016909,0.0022337,0.0011729,0.0017349,0.00097747,0.00054394,0.0026093,0.001365,0.0016894,0.0030436,0.0018912,0.0018047,0.0016583,0.0014732,0.0011105,0.0022614,0.0016263,0.0015666,0.0020034,0.0018283,0.001856,0.0018183,0.0018869,0.0016076,0.0017209,0.0018946,0.0017259,0.0017685,0.0017175
9,0.0023458,-6.5985e-05,3.4036e-05,-4.3283e-05,-1.7133e-05,-4.6415e-05,-5.7657e-05,-9.9187e-05,-6.9713e-05,-3.0642e-07,-3.994e-05,4.3417e-06,-2.929e-05,-4.2657e-05,-5.2377e-05,-5.9267e-05,-2.8765e-05,-6.923e-05,-5.9635e-05,-7.3264e-05,-5.8434e-05,-5.0818e-05,-2.4247e-05,-6.772e-05,-6.6674e-05,-6.7135e-05,-5.4527e-05,-6.8631e-05,-6.8563e-05,-5.8997e-05,-6.3128e-05,-6.8086e-05,-6.9048e-05,-6.4729e-05,-6.539e-05,-6.8577e-05
10,0.0023185,-8.9732e-05,-3.6584e-05,-5.1071e-05,8.5267e-07,7.2792e-05,6.4829e-05,0.00018088,0.00017993,0.00010676,0.00021846,0.00011221,0.00013695,0.00021835,0.00018481,0.00022072,0.00024029,0.00021774,0.00023832,0.00021855,0.00020154,0.00018982,0.00022622,0.0002036,0.00019704,0.00023833,0.00022163,0.00023375,0.00022346,0.00022573,0.00020752,0.00021599,0.00022986,0.00019784,0.00021948,0.00021314
11,2.7738e-05,5.4475e-05,1.205e-05,0.0001846,,2.0903e-05,3.1259e-05,2.7093e-05,2.3756e-05,7.4005e-05,3.2566e-05,1.6994e-05,1.5991e-05,2.7674e-05,2.3475e-05,1.5699e-05,1.7393e-05,2.7883e-05,3.0394e-05,1.7577e-05,1.7604e-05,3.3311e-05,1.4868e-05,2.2455e-05,2.4895e-05,1.6846e-05,1.4544e-05,1.501e-05,1.5433e-05,1.9993e-05,1.8913e-05,1.6184e-05,1.5165e-05,3.2931e-05,1.5385e-05,1.7993e-05
12,0.00032184,4.7692e-05,9.7015e-06,8.8706e-06,,2.277e-05,2.4699e-05,1.0975e-05,2.7633e-05,2.2718e-05,2.5931e-05,2.9271e-05,2.43e-05,2.2295e-05,2.6191e-05,2.1829e-05,2.0041e-05,3.5156e-06,9.4964e-07,2.6734e-05,2.5421e-05,4.554e-06,2.1259e-05,2.4494e-05,2.5787e-05,2.2334e-05,1.815e-05,2.3296e-05,2.421e-05,2.1153e-05,2.4975e-05,2.4371e-05,2.2994e-05,2.4302e-05,2.2832e-05,2.4696e-05
13,9.6343e-06,4.7013e-07,,,,3.0619e-08,-1.0768e-06,-1.8832e-06,-3.7238e-06,-2.7076e-07,-1.9766e-06,-2.1443e-06,-8.6222e-07,-2.2905e-06,-2.5701e-06,-2.5689e-06,-2.5136e-06,,,-2.8924e-06,-2.4758e-06,,-2.9747e-06,-2.5907e-06,-2.8547e-06,-2.1912e-06,-2.4069e-06,-2.6331e-06,-2.5855e-06,-2.6955e-06,-2.7626e-06,-2.6631e-06,-2.6773e-06,-2.661e-06,-2.6613e-06,-2.6657e-06
