,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,262.62,255.19,262.39,260.94,260.94,262.88,261.06,262.66,262.15,261.91,260.79,263.76,262.78,262.76,261.87,261.85,263.34,261.71,262.13,262.25,262.37,262.74,261.89,263.07,262.74,262.74,264.04,262.65,263.12,262.91,263.23,262.39,263.2,262.52,262.45,263.02,262.74,262.82,262.86,262.66,262.81,262.67,262.67,262.47,262.73,262.73,262.81,262.81
1,-335.91,-328.67,-335.57,-333.74,-333.74,-336.0,-334.18,-335.43,-334.71,-333.89,-333.11,-335.98,-334.97,-334.84,-334.13,-334.26,-335.7,-334.19,-334.49,-334.66,-334.9,-335.03,-334.42,-335.4,-335.2,-335.2,-336.28,-334.99,-335.43,-335.35,-335.59,-334.85,-335.59,-335.04,-334.97,-335.5,-335.11,-335.15,-335.15,-335.09,-335.26,-335.08,-335.08,-334.87,-335.16,-335.16,-335.17,-335.17
2,-39.122,-38.55,-38.508,-38.907,-38.907,-38.496,-38.598,-38.904,-39.093,-39.615,-39.325,-39.431,-39.427,-39.567,-39.376,-39.25,-39.311,-39.177,-39.302,-39.233,-39.136,-39.357,-39.14,-39.352,-39.193,-39.193,-39.433,-39.321,-39.347,-39.228,-39.293,-39.201,-39.277,-39.156,-39.156,-39.187,-39.289,-39.327,-39.366,-39.232,-39.217,-39.263,-39.263,-39.264,-39.232,-39.232,-39.303,-39.303
3,-2.0337,-1.6159,-1.6798,-1.7124,-1.7124,-1.7973,-1.7232,-1.8291,-1.8222,-1.8783,-1.8198,-1.823,-1.8485,-1.8182,-1.8321,-1.8071,-1.8088,-1.8135,-1.8071,-1.8256,-1.8069,-1.8268,-1.8012,-1.7992,-1.8154,-1.8154,-1.8026,-1.8145,-1.8145,-1.8042,-1.8224,-1.8096,-1.81,-1.8029,-1.8035,-1.8073,-1.8174,-1.8127,-1.8131,-1.809,-1.8056,-1.803,-1.803,-1.8121,-1.8048,-1.8048,-1.8068,-1.8068
4,-0.026105,-0.021741,-0.022465,-0.022714,-0.022714,-0.02408,-0.023586,-0.024653,-0.024217,-0.025326,-0.024369,-0.024447,-0.024844,-0.02444,-0.024584,-0.024312,-0.024372,-0.024352,-0.024238,-0.024583,-0.024282,-0.024572,-0.024221,-0.024098,-0.02439,-0.02439,-0.024249,-0.024334,-0.024411,-0.024264,-0.024539,-0.024402,-0.024302,-0.024276,-0.024261,-0.024307,-0.024444,-0.024356,-0.024394,-0.02442,-0.024311,-0.024291,-0.024291,-0.024336,-0.024244,-0.024244,-0.024322,-0.024322
5,14.377,15.313,14.989,14.273,14.273,14.329,14.399,14.435,14.442,14.436,14.425,14.401,14.403,14.418,14.385,14.414,14.421,14.41,14.415,14.416,14.413,14.417,14.412,14.415,14.41,14.41,14.418,14.415,14.415,14.414,14.413,14.415,14.413,14.413,14.414,14.413,14.413,14.414,14.414,14.413,14.414,14.414,14.414,14.414,14.414,14.414,14.414,14.414
6,0.96717,0.79518,0.42547,0.64642,0.64642,0.56211,0.56488,0.59153,0.56597,0.56972,0.5718,0.59824,0.59429,0.58517,0.61771,0.58174,0.58427,0.58999,0.58383,0.59003,0.58968,0.58563,0.58328,0.59029,0.58911,0.58911,0.58253,0.58824,0.58683,0.58794,0.58709,0.58617,0.58848,0.58727,0.58746,0.58763,0.58801,0.58689,0.58705,0.5876,0.58706,0.58748,0.58748,0.58699,0.58727,0.58727,0.58747,0.58747
7,0.079068,0.10374,0.092822,0.11747,0.11747,0.10401,0.10694,0.10221,0.10372,0.10925,0.1079,0.11321,0.11194,0.10632,0.10992,0.10993,0.10779,0.10993,0.10854,0.11082,0.11049,0.109,0.10977,0.11024,0.11049,0.11049,0.10753,0.10923,0.11023,0.10946,0.11075,0.10954,0.11041,0.11035,0.10994,0.11062,0.11,0.10954,0.11033,0.11023,0.10997,0.10998,0.10998,0.11008,0.11021,0.11021,0.1102,0.1102
8,-0.051364,-0.002113,-0.12283,0.00056671,0.00056671,-0.01754,0.0035077,0.008497,-0.01167,-0.014856,-0.014393,-0.016301,-0.035421,-0.040052,-0.014576,-0.025347,-0.0336,0.004711,-0.021355,0.0069932,-0.037135,-0.029793,-0.033417,-0.031029,-0.035096,-0.035096,-0.0066253,-0.028581,-0.037338,-0.025662,0.0055428,-0.03726,-0.015488,-0.0055622,-0.035613,0.0032352,-0.035204,-0.023967,-0.014285,-0.03616,-0.036355,-0.036734,-0.036734,-0.035999,-0.035868,-0.035868,-0.025842,-0.025842
9,0.069384,0.041487,0.12863,0.0026341,0.0026341,0.026527,0.0054037,0.0026713,0.020687,0.020952,0.02086,0.021359,0.042235,0.049792,0.020549,0.032619,0.042357,0.0015905,0.029946,0.00022427,0.04436,0.037561,0.040933,0.038361,0.042315,0.042315,0.016789,0.036574,0.044837,0.03377,0.00096524,0.044855,0.022584,0.012712,0.043195,0.0037722,0.042691,0.032045,0.021493,0.043476,0.043761,0.044246,0.044246,0.043349,0.043131,0.043131,0.033012,0.033012
10,0.062139,0.002997,0.0065412,0.0051634,0.0051634,0.0019761,0.0024335,0.0066548,0.0029967,0.0018246,0.0026791,0.0014228,0.00076129,0.00090085,0.0025032,0.0009158,0.00076332,0.0017273,0.00068657,0.00087228,0.00067594,0.00082705,0.00069992,0.00068245,0.0011502,0.0011502,0.00057019,0.00070407,0.0015281,0.00076385,0.00088023,0.0007952,0.00073068,0.00072065,0.00071165,0.00084676,0.0010656,0.00064485,0.00099111,0.00073367,0.00067667,0.00084201,0.00084201,0.00078199,0.00067589,0.00067589,0.00068857,0.00068857
11,0.0023656,0.0021153,-0.00016771,0.0010739,0.0010739,0.00077196,0.00054448,0.00073279,0.00055249,0.0012225,0.00061202,0.0010086,0.0011299,0.0013801,0.00082926,0.0010173,0.0011875,0.00089205,0.0011061,0.0010913,0.0012611,0.001176,0.0013085,0.0012025,0.00086609,0.00086609,0.0011753,0.0012112,0.00036592,0.0011556,0.0012451,0.0011501,0.0011764,0.0011262,0.0012411,0.0011364,0.00091364,0.0012016,0.00097367,0.0011713,0.0012952,0.0011106,0.0011106,0.0011392,0.0013141,0.0013141,0.0013012,0.0013012
12,0.0015774,0.0013331,0.0016098,0.00044763,0.00044763,0.00066947,0.00092898,0.00033945,0.00084032,0.00039565,0.0010622,0.00059601,6.2827e-05,8.9505e-05,0.0011959,0.00047186,0.00020817,0.00068657,0.00036927,7.1029e-05,0.00016802,0.00039131,0.00010836,0.00020811,6.1379e-05,6.1379e-05,0.00017228,0.00030514,7.8412e-05,7.2597e-05,0.00032147,0.00029324,0.00024366,0.00025576,0.00010089,7.1251e-05,5.4866e-05,0.0001844,7.717e-05,0.00023654,0.00019059,9.9652e-05,9.9652e-05,0.00026226,0.00015546,0.00015546,0.00018653,0.00018653
13,-7.7538e-05,0.00011286,0.00029315,2.4196e-05,2.4196e-05,0.00010195,3.5444e-05,0.00011512,6.8384e-05,8.77e-05,5.1927e-05,6.5597e-05,0.00011231,0.00018239,9.9479e-05,9.3969e-05,0.00013805,6.1223e-05,8.9831e-05,0.00013746,0.00013044,0.00015149,0.00011497,0.00015825,0.00012079,0.00012079,9.1024e-05,0.00014842,0.00010782,0.00012252,8.076e-05,0.00013126,0.00013033,0.0001107,0.00014121,0.00011202,0.0001336,0.00012725,0.0001261,0.00013428,0.0001391,0.00013618,0.00013618,0.00013475,0.00013487,0.00013487,0.00011972,0.00011972
