,0,1,2,3,4,5,6,7,8,9
0,373.92,372.37,373.02,372.56,372.34,372.61,372.7,372.41,372.98,372.55
1,-370.43,-369.57,-370.01,-369.48,-369.42,-369.58,-369.7,-369.39,-369.96,-369.52
2,-24.81,-24.306,-24.455,-24.55,-24.384,-24.491,-24.462,-24.485,-24.481,-24.491
3,-0.25486,-0.25272,-0.25497,-0.25502,-0.25152,-0.25345,-0.25413,-0.25444,-0.25311,-0.25409
4,-0.00053668,-0.00052383,-0.00052912,-0.00052954,-0.00052409,-0.00052548,-0.00052925,-0.00052981,-0.00052586,-0.00052834
5,0.89508,0.99528,0.95029,0.99024,0.9628,0.98044,0.9705,0.97534,0.97366,0.97365
6,0.018251,0.02106,0.019707,0.020631,0.020008,0.019977,0.02035,0.019776,0.020335,0.019839
7,0.0090573,0.0098579,0.009528,0.0098086,0.0096022,0.0096894,0.0096871,0.0096425,0.009694,0.0096498
8,-0.00011699,-9.9425e-05,-0.00010874,-0.00010293,-0.00010631,-0.00010573,-0.0001044,-0.00010838,-0.00010455,-0.00010829
9,6.6995e-06,4.7116e-06,3.475e-06,5.6052e-06,9.5417e-06,5.2529e-06,4.9178e-06,2.3876e-06,2.7466e-06,2.1765e-06
