,0,1,2
0,622.89,621.64,621.95
1,-627.95,-626.86,-627.12
2,-32.36,-32.208,-32.252
3,-0.56763,-0.5637,-0.56569
4,-0.016202,-0.016184,-0.016291
5,1.7242,1.7143,1.714
6,0.023593,0.024516,0.024461
7,0.016862,0.016916,0.016931
8,-0.00010936,-5.4436e-05,9.452e-05
9,0.00027823,0.00020514,5.2311e-05
10,6.2587e-06,5.9611e-06,4.2665e-06
