,0,1,2,3,4
0,699.11,698.12,697.45,697.83,697.55
1,-709.34,-708.25,-707.76,-708.15,-707.81
2,-32.494,-32.589,-32.42,-32.413,-32.466
3,-0.69011,-0.6885,-0.68666,-0.68469,-0.68667
4,-0.020377,-0.021856,-0.021026,-0.021084,-0.021065
5,1.9053,1.9506,1.9554,1.9547,1.9546
6,0.031801,0.031932,0.032152,0.031844,0.031868
7,0.018937,0.019282,0.019312,0.019276,0.019287
8,-8.4963e-05,-4.216e-05,-5.71e-05,-9.0976e-05,-8.249e-05
9,8.0682e-05,2.8888e-05,4.0656e-05,7.3621e-05,6.2809e-05
10,-9.8895e-07,1.7838e-05,9.7354e-06,1.3749e-05,1.8114e-05
11,,7.3427e-06,,8.4611e-06,4.0491e-06
