,0,1,2,3
0,25.326,25.761,25.703,25.625
1,-60.61,-61.207,-61.163,-61.094
2,-2.1497,-2.186,-2.1869,-2.1776
3,-0.013534,-0.013882,-0.013882,-0.013767
4,-0.00012431,-0.00012696,-0.00012718,-0.00012629
5,0.13395,0.13099,0.13008,0.12973
6,0.097223,0.095784,0.095405,0.095248
7,-4.9911e-05,-6.4136e-05,-6.7492e-05,-6.7928e-05
8,-1.1173e-06,-1.7294e-06,-1.666e-06,-1.8056e-06
