,0,1,2,3,4,5,6
0,21.559,20.942,21.144,20.946,21.115,21.144,21.062
1,-42.674,-42.246,-42.466,-42.288,-42.449,-42.477,-42.402
2,-1.2602,-1.2475,-1.2573,-1.2508,-1.2589,-1.2584,-1.2521
3,-0.0053151,-0.0052854,-0.0053826,-0.0053253,-0.0053714,-0.0053625,-0.0053287
4,-4.0333e-05,-4.003e-05,-4.102e-05,-4.0351e-05,-4.0708e-05,-4.0607e-05,-4.0383e-05
5,0.07418,0.078303,0.077367,0.077933,0.077916,0.077933,0.077861
6,0.053995,0.057224,0.056904,0.057181,0.057212,0.057225,0.057197
7,-5.8235e-05,-4.9558e-05,-5.3738e-05,-5.1369e-05,-5.2818e-05,-5.2437e-05,-5.2888e-05
8,-1.6533e-06,-1.5336e-06,-1.6645e-06,-1.579e-06,-1.4044e-06,-1.4043e-06,-1.4501e-06
