,0,1,2
0,559.9,558.15,556.91
1,-510.92,-509.56,-508.75
2,-78.621,-78.274,-77.876
3,-2.3952,-2.3893,-2.3625
4,-0.0065618,-0.0066065,-0.006475
5,3.7086,3.69,3.689
6,2.2198,2.2705,2.2768
7,0.069531,0.069261,0.070331
8,0.012346,0.012455,0.012056
9,-7.807e-05,-7.6613e-05,-8.0717e-05
10,-1.2373e-06,9.3769e-09,4.5788e-07
