,0,1
0,808.54,807.97
1,-747.84,-747.52
2,-102.96,-102.71
3,-3.5665,-3.5515
4,-0.012177,-0.012108
5,5.374,5.3695
6,3.1393,3.1566
7,0.092307,0.093781
8,0.020743,0.020342
9,-0.00012374,-0.00013614
10,-1.3083e-05,-3.6101e-06
11,-1.9286e-06,
