,0,1
0,228.32,227.66
1,-293.55,-292.93
2,-36.284,-36.25
3,-1.6634,-1.6472
4,-0.019804,-0.019671
5,13.124,13.1
6,0.5388,0.53687
7,0.09346,0.10189
8,0.011099,0.0061416
9,0.00080939,0.00033552
10,0.001626,0.0010247
11,0.00023788,7.7301e-05
12,0.00019844,0.00014276
13,3.5615e-05,1.9392e-05
14,1.0764e-05,3.6908e-06
15,1.6929e-06,
