,0,1,2,3,4,5,6
0,28.006,28.549,28.558,28.592,28.625,28.674,28.438
1,-54.1,-54.688,-54.469,-54.741,-54.749,-54.785,-54.556
2,-4.6158,-4.7437,-4.9936,-4.764,-4.7883,-4.8025,-4.7948
3,-0.03932,-0.040232,-0.046379,-0.040424,-0.041064,-0.040564,-0.041319
4,-1.4018e-05,-1.5925e-05,-1.8482e-05,-1.5357e-05,-1.5823e-05,-1.5414e-05,-1.5844e-05
5,3.683,3.8677,3.9098,3.8925,3.8972,3.8966,3.8974
6,0.09636,0.1923,0.18406,0.19714,0.19118,0.19272,0.19298
7,0.029339,0.035276,0.031342,0.033991,0.032905,0.03352,0.032238
8,3.7885e-05,-0.00035723,0.0015113,0.0004508,0.00079247,0.00050768,0.0013708
9,4.3296e-06,6.3716e-05,0.00017156,0.00015693,0.00021837,0.00022299,0.00020936
10,,0.00013217,8.4111e-05,0.00010313,1.0495e-05,1.0971e-05,1.9327e-05
11,,3.581e-06,1.3647e-05,3.9998e-06,6.2664e-06,7.9031e-06,1.2668e-05
12,,,-1.8967e-06,,,,-1.6361e-06
