,0,1,2,3,4,5,6
0,542.23,544.73,545.61,544.22,544.53,544.32,544.36
1,-542.74,-545.13,-545.79,-544.59,-544.87,-544.73,-544.74
2,-31.858,-31.787,-31.968,-31.761,-31.796,-31.73,-31.76
3,-0.44337,-0.43882,-0.43928,-0.43722,-0.43663,-0.43527,-0.43633
4,-0.0024278,-0.0023281,-0.0023974,-0.0023674,-0.0023558,-0.0023592,-0.0023583
5,1.6665,1.4977,1.4585,1.449,1.4594,1.4679,1.4686
6,0.044163,0.027012,0.026084,0.025389,0.024782,0.024967,0.025465
7,0.017534,0.014555,0.014252,0.014178,0.014215,0.014242,0.014277
8,-5.3525e-05,-0.00010166,-0.0001054,-0.00011028,-0.00011688,-0.00011494,-0.00010914
9,-2.5798e-06,-5.9539e-07,4.6356e-06,2.8544e-06,2.3723e-06,1.6634e-05,1.6964e-05
10,,,,,,3.6064e-06,2.9306e-06
